,tokens,ner_tags
0,"['Combination', '-', 'As', 'discussed', 'in', 'Note', '3', ',', 'Business', 'Combination', ',', 'we', 'issued', '84.5', 'million', 'shares', 'of', 'McDermott', 'common', 'stock', 'to', 'the', 'former', 'CB', '&', 'I', 'shareholders', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['The', 'following', 'table', 'presents', 'the', 'aggregate', 'fair', 'values', 'and', 'gross', 'unrealized', 'losses', 'for', 'those', 'available', 'for', 'sale', 'investments', 'that', 'were', 'in', 'an', 'unrealized', 'loss', 'position', 'as', 'of', 'December', '31', ',', '2019', 'and', 'June', '30', ',', '2019', ',', 'respectively', ',', 'aggregated', 'by', 'investment', 'category', 'and', 'the', 'length', 'of', 'time', 'that', 'individual', 'securities', 'have', 'been', 'in', 'a', 'continuous', 'loss', 'position', ':', 'Note', '5-Business', 'AcquisitionsBankSight', 'Software', 'Systems', '13', 'Table', 'of', 'Contents', 'In', 'June', '2019', ',', 'we', 'acquired', 'the', 'remaining', 'capital', 'stock', 'of', 'Bank', 'Sight', 'Software', 'Systems', ',', 'Inc.', '(', 'Bank', 'Sight', ')', 'for', '$', '2.8', 'million', 'in', 'cash', 'and', 'the', 'issuance', 'of', '40,000', 'shares', 'of', 'our', 'common', 'stock', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2,"['Purchase', 'Price', 'The', 'aggregate', 'purchase', 'price', 'for', 'Mod', 'Space', 'was', '$', '1.2', 'billion', 'and', 'consisted', 'of', '(', 'i', ')', '$', '1.1', 'billion', 'in', 'cash', ',', '(', 'ii', ')', '6,458,229', 'shares', 'of', 'Will', 'Scot', ""'s"", 'Class', 'A', 'common', 'stock', '(', 'the', '""', 'Stock', 'Consideration', '""', ')', 'with', 'a', 'fair', 'market', 'value', 'of', '$', '95.8', 'million', 'and', '(', 'iii', ')', 'warrants', 'to', 'purchase', 'an', 'aggregate', 'of', '10,000,000', 'shares', 'of', 'Will', 'Scot', '’', 's', 'Class', 'A', 'common', 'stock', 'at', 'an', 'exercise', 'price', 'of', '$', '15.50', 'per', 'share', '(', 'the', '""', '2018', 'Warrants', '""', ')', 'with', 'a', 'fair', 'market', 'value', 'of', '$', '52.3', 'million', ',', 'and', '(', 'iv', ')', 'a', 'working', 'capital', 'adjustment', 'of', '$', '4.7', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,"['During', 'the', 'year', 'ended', 'December', '31', ',', '2017', ',', 'the', 'Operating', 'Partnership', 'partially', 'funded', 'one', 'property', 'acquisition', 'by', 'issuing', 'an', 'aggregate', 'of', '2,247,817', 'OP', 'Units', 'valued', 'at', 'approximately', '$', '44.3', 'million', 'on', 'the', 'date', 'of', 'issuance', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,"['Acquisitions', 'On', 'February', '27', ',', '2017', ',', 'Tech', 'Data', 'acquired', 'all', 'of', 'the', 'outstanding', 'shares', 'of', 'TS', 'for', 'an', 'aggregate', 'purchase', 'price', 'of', 'approximately', '$', '2.8', 'billion', ',', 'comprised', 'of', 'approximately', '$', '2.5', 'billion', 'in', 'cash', 'and', '2,785,402', 'shares', 'of', 'the', 'Company', ""'s"", 'common', 'stock', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
5,"['60', 'Sharyland', 'Holdings', 'On', 'May', '16', ',', '2019', ',', 'Sempra', 'Energy', 'acquired', 'an', 'indirect', ',', '50', '-', 'percent', 'interest', 'in', 'Sharyland', 'Holdings', 'for', '$', '102', 'million', '(', 'subject', 'to', 'customary', 'closing', 'adjustments', ')', 'pursuant', 'to', 'the', 'Securities', 'Purchase', 'Agreement', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,"['Environmental', 'Solutions', 'Inc.', 'On', 'August', '1', ',', '2019', ',', 'we', 'acquired', '100', '%', 'of', 'the', 'outstanding', 'shares', 'of', 'W.I.S.E.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
7,"['11', 'Note', '3', '-', 'Acquisitions', 'Bemis', 'Company', ',', 'Inc.', 'On', 'June', '11', ',', '2019', ',', 'the', 'Company', 'completed', 'the', 'acquisition', 'of', '100', '%', 'of', 'the', 'outstanding', 'shares', 'of', 'Bemis', 'Company', ',', 'Inc', '(', '""', 'Bemis', '""', ')', ',', 'a', 'global', 'manufacturer', 'of', 'flexible', 'packaging', 'products', 'based', 'in', 'the', 'United', 'States', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8,"['Subsequently', ',', 'the', 'noncontrolling', 'member', 're', '-', 'acquired', 'a', '10', '%', 'interest', 'in', 'SH1', 'and', 'a', '10', '%', 'interest', 'in', 'SH2', 'for', 'a', 'combined', '$', '4.8', 'million', ',', 'which', 'is', 'included', 'in', 'Noncontrolling', 'interests', 'in', 'subsidiaries', 'on', 'the', 'consolidated', 'balance', 'sheets', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"['The', 'following', 'table', 'presents', 'sales', 'commissions', 'that', 'are', 'recorded', 'within', 'selling', ',', 'general', 'and', 'administrative', 'expenses', ':', 'Note', '3', ':', 'Acquisitions', 'Opterna', 'International', 'Corp', '.', 'We', 'acquired', '100', '%', 'of', 'the', 'shares', 'of', 'Opterna', 'International', 'Corp.', '(', 'Opterna', ')', 'on', 'April', '15', ',', '2019', 'for', 'a', 'preliminary', 'purchase', 'price', ',', 'net', 'of', 'cash', 'acquired', ',', 'of', '$', '51.7', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
