,tokens,ner_tags
0,"['ABR', 'borrowings', '(', 'which', 'are', 'borrowings', 'bearing', 'interest', 'at', 'a', 'rate', 'determined', 'by', 'reference', 'to', 'the', 'ABR', ')', 'under', 'the', 'Credit', 'Agreement', 'will', 'bear', 'interest', 'at', 'the', 'greatest', 'of', '(', 'a', ')', 'the', 'prime', 'rate', 'in', 'effect', 'on', 'such', 'day', ',', '(', 'b', ')', 'the', 'federal', 'funds', 'effective', 'rate', 'on', 'such', 'day', 'plus', '0.5', 'percent', 'or', '(', 'c', ')', 'the', 'adjusted', 'LIBOR', 'for', 'a', 'one', '-', 'month', 'interest', 'period', 'on', 'such', 'day', 'plus', '1.0', 'percent', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
1,"['Following', 'this', 'redemption', ',', '$', '225.0', 'million', 'of', 'the', '2023', 'Senior', 'Notes', 'remained', 'outstanding', '.']","[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,"['We', 'received', 'approximately', '$', '88.0', 'million', 'in', 'cash', 'proceeds', 'from', 'the', 'sale', 'of', 'these', 'warrants', '.', 'Taken', 'together', ',', 'the', 'purchase', 'of', 'the', 'convertible', 'note', 'hedges', 'and', 'the', 'sale', 'of', 'warrants', 'are', 'intended', 'to', 'offset', 'any', 'actual', 'dilution', 'from', 'the', 'conversion', 'of', 'the', 'Notes', 'and', 'to', 'effectively', 'increase', 'the', 'overall', 'conversion', 'price', 'from', '$', '48.85', 'to', '$', '73.46', 'per', 'share', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
3,"['Senior', 'Notes', 'At', 'January', '31', ',', '2019', ',', 'we', 'had', 'seven', 'issues', 'of', 'senior', 'notes', 'outstanding', 'with', 'an', 'aggregate', 'principal', 'amount', 'of', '$', '2.52', 'billion', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
4,"['Mitsubishi', 'Bank', 'loans', 'On', 'February', '25', ',', '2015', ',', 'the', 'Company', 'entered', 'into', 'certain', 'loan', 'agreements', 'and', 'related', 'agreements', 'with', 'MUFG', 'Bank', ',', 'Ltd.', '(', 'the', '“', 'Mitsubishi', 'Bank', '”', ')', 'that', 'provided', 'for', '(', 'i', ')', 'a', 'term', 'loan', 'in', 'the', 'aggregate', 'principal', 'amount', 'of', '500.0', 'million', 'JPY', '(', '$', '4.4', 'million', ')', '(', 'the', '“', 'Term', 'Loan', 'A', '”', ')', 'and', '(', 'ii', ')', 'a', 'term', 'loan', 'in', 'the', 'aggregate', 'principal', 'amount', 'of', 'one', 'billion', 'JPY', '(', 'approximately', '$', '9.3', 'million', ')', '(', 'the', '“', 'Term', 'Loan', 'B', '”', 'and', 'together', 'with', 'the', 'Term', 'Loan', 'A', ',', 'the', '“', '2015', 'Mitsubishi', 'Bank', 'Loans', '”', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,"['26', 'Table', 'of', 'Contents', 'ADOBE', 'INC', '.', 'NOTES', 'TO', 'CONDENSED', 'CONSOLIDATED', 'FINANCIAL', 'STATEMENTS', '(', 'Continued', ')', '(', 'Unaudited', ')', 'Assets', 'and', 'Liabilities', 'Measured', 'at', 'Fair', 'Value', 'on', 'a', 'Nonrecurring', 'Basis', 'The', 'fair', 'value', 'of', 'our', 'senior', 'notes', 'was', '$', '1.95', 'billion', 'as', 'of', 'May', '31', ',', '2019', ',', 'based', 'on', 'observable', 'market', 'prices', 'in', 'less', 'active', 'markets', 'and', 'categorized', 'as', 'Level', '2', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,"['The', '$', '50.0', 'million', 'and', '$', '250.0', 'million', 'tranches', 'were', 'priced', 'at', '105.040', '%', 'and', '98.995', '%', ',', 'respectively', ',', 'of', 'the', 'principal', 'amount', 'to', 'yield', '3.495', '%', 'and', '4.501', '%', ',', 'respectively', ',', 'to', 'maturity', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]"
7,"['The', 'Company', 'has', 'provided', 'Shanghai', 'Disney', 'Resort', 'with', 'loans', 'totaling', '$', '809', 'million', ',', 'bearing', 'interest', 'at', 'rates', 'up', 'to', '8', '%', 'and', 'maturing', 'in', '2036', ',', 'with', 'early', 'repayment', 'permitted', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8,"['LONG', '-', 'TERM', 'DEBT', 'Long', '-', 'term', 'debt', 'consisted', 'of', 'the', 'following', ':', 'In', 'March', '2018', ',', 'the', 'Company', 'amended', 'and', 'refinanced', 'its', 'existing', 'term', 'loan', ',', 'referred', 'to', 'as', 'Term', 'Loan', 'B-1', '(', 'as', 'so', 'amended', 'and', 'refinanced', ',', 'the', '“', '2023', 'Term', 'Loans', '”', ')', ',', 'in', 'order', 'to', ',', 'among', 'other', 'things', ',', 'extend', 'the', 'due', 'date', 'of', 'the', 'loan', 'from', 'September', '25', ',', '2021', 'to', 'March', '26', ',', '2023', ',', 'reduce', 'the', 'interest', 'payable', 'from', 'LIBOR', 'plus', '2.75', '%', 'with', 'a', 'LIBOR', 'floor', 'of', '0.75', '%', 'to', 'LIBOR', 'plus', '2.25', '%', 'with', 'a', '0', '%', 'LIBOR', 'floor', 'and', 'increase', 'covenant', 'flexibility', '(', 'the', '“', 'Refinancing', '”', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 10, 10, 0, 9, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"['At', 'March', '31', ',', '2020', ',', 'the', 'Company', 'had', 'issued', 'and', 'outstanding', '$', '5.6', 'million', 'under', 'a', 'standby', 'letter', 'of', 'credit', 'to', 'fulfill', 'its', 'obligation', 'to', 'fund', 'fifty', 'percent', 'of', 'the', 'debt', 'service', 'reserve', 'and', 'liquidity', 'reserve', 'established', 'by', 'PCRC', 'in', 'connection', 'with', 'the', 'issuance', 'of', 'the', '7.0', '%', 'Senior', 'Secured', 'Notes', 'due', 'November', '1', ',', '2026', '(', 'the', '“', 'PCRC', 'Notes', '”', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 9, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0]"
