sentence,real_label,pred_label
['The'],O,O
['vesting'],O,O
"[',']",O,O
['if'],O,O
['at'],O,O
['all'],O,O
"[',']",O,O
['of'],O,O
['these'],O,O
['performance'],O,O
['-'],O,O
['based'],O,O
['RSUs'],O,O
['may'],O,O
['range'],O,O
['from'],O,O
['0'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['to'],O,O
['100'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['and'],O,O
['will'],O,O
['be'],O,O
['based'],O,O
['on'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['percentage'],O,O
['attainment'],O,O
['of'],O,O
['specified'],O,O
['threshold'],O,O
"[',']",O,O
['target'],O,O
['and'],O,O
['maximum'],O,O
['performance'],O,O
['goals'],O,O
['.'],O,O
,,
['Outstanding'],O,O
['options'],O,O
['vest'],O,O
['based'],O,O
['upon'],O,O
['continued'],O,O
['service'],O,O
['at'],O,O
['varying'],O,O
['rates'],O,O
"[',']",O,O
['but'],O,O
['generally'],O,O
['over'],O,O
['four'],O,O
['years'],O,O
['from'],O,O
['issuance'],O,O
['with'],O,O
['25'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['vesting'],O,O
['after'],O,O
['one'],O,O
['year'],O,O
['of'],O,O
['service'],O,O
['and'],O,O
['the'],O,O
['remainder'],O,O
['vesting'],O,O
['monthly'],O,O
['thereafter'],O,O
['.'],O,O
,,
['To'],O,O
['date'],O,O
"[',']",O,O
['options'],O,O
['have'],O,O
['a'],O,O
['term'],O,O
['of'],O,O
['10'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardExpirationPeriod,B-SharebasedCompensationArrangementBySharebasedPaymentAwardExpirationPeriod
['years'],O,O
['and'],O,O
['generally'],O,O
['vest'],O,O
['over'],O,O
['4'],O,O
['years'],O,O
['with'],O,O
['25'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['vesting'],O,O
['on'],O,O
['the'],O,O
['first'],O,O
['anniversary'],O,O
['of'],O,O
['the'],O,O
['issuance'],O,O
['date'],O,O
"[',']",O,O
['and'],O,O
['then'],O,O
['monthly'],O,O
['vesting'],O,O
['for'],O,O
['an'],O,O
['additional'],O,O
['3'],O,O
['years'],O,O
['from'],O,O
['date'],O,O
['of'],O,O
['grant'],O,O
['.'],O,O
['Activity'],O,O
['under'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['Plan'],O,O
['is'],O,O
['set'],O,O
['forth'],O,O
['below'],O,O
[':'],O,O
['The'],O,O
['aggregate'],O,O
['intrinsic'],O,O
['value'],O,O
['of'],O,O
['options'],O,O
['exercised'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['was'],O,O
['$'],O,O
"['2,461,000']",O,O
['.'],O,O
,,
['If'],O,O
['it'],O,O
['is'],O,O
['determined'],O,O
['that'],O,O
['attainment'],O,O
['of'],O,O
['a'],O,O
['financial'],O,O
['measure'],O,O
['higher'],O,O
['than'],O,O
['target'],O,O
['is'],O,O
['probable'],O,O
"[',']",O,O
['the'],O,O
['amortization'],O,O
['will'],O,O
['increase'],O,O
['to'],O,O
['up'],O,O
['to'],O,O
['150'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['or'],O,O
['200'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['of'],O,O
['the'],O,O
['target'],O,O
['amortization'],O,O
['amount'],O,O
['.'],O,O
,,
['In'],O,O
['July'],O,O
['2016'],O,O
"[',']",O,O
['we'],O,O
['revised'],O,O
['the'],O,O
['terms'],O,O
['of'],O,O
['our'],O,O
['RSU'],O,O
['grants'],O,O
['to'],O,O
['provide'],O,O
['that'],O,O
['the'],O,O
['awards'],O,O
['will'],O,O
['vest'],O,O
['25'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['annually'],O,O
['over'],O,O
['four'],O,O
['years'],O,O
['.'],O,O
,,
['Options'],O,O
['granted'],O,O
['to'],O,O
['date'],O,O
['generally'],O,O
['vest'],O,O
['over'],O,O
['a'],O,O
['three'],O,O
['-'],O,O
['or'],O,O
['four'],O,O
['-'],O,O
['year'],O,O
['period'],O,O
"[',']",O,O
['on'],O,O
['one'],O,O
['of'],O,O
['four'],O,O
['schedules'],O,O
[':'],O,O
['('],O,O
['a'],O,O
[')'],O,O
['25'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['vesting'],O,O
['at'],O,O
['the'],O,O
['end'],O,O
['of'],O,O
['one'],O,O
['year'],O,O
['and'],O,O
['the'],O,O
['remaining'],O,O
['shares'],O,O
['vesting'],O,O
['monthly'],O,O
['thereafter'],O,O
[';'],O,O
['('],O,O
['b'],O,O
[')'],O,O
['10'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['vesting'],O,O
['over'],O,O
['the'],O,O
['first'],O,O
['year'],O,O
"[',']",O,O
['20'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['vesting'],O,O
['over'],O,O
['the'],O,O
['second'],O,O
['year'],O,O
"[',']",O,O
['30'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['vesting'],O,O
['over'],O,O
['the'],O,O
['third'],O,O
['year'],O,O
['and'],O,O
['40'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['vesting'],O,O
['over'],O,O
['the'],O,O
['fourth'],O,O
['year'],O,O
[';'],O,O
['('],O,O
['c'],O,O
[')'],O,O
['ratably'],O,O
['on'],O,O
['a'],O,O
['monthly'],O,O
['basis'],O,O
[';'],O,O
['or'],O,O
['('],O,O
['d'],O,O
[')'],O,O
['35'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['vesting'],O,O
['over'],O,O
['the'],O,O
['first'],O,O
['year'],O,O
"[',']",O,O
['40'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['vesting'],O,O
['over'],O,O
['the'],O,O
['second'],O,O
['year'],O,O
['and'],O,O
['25'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['vesting'],O,O
['over'],O,O
['the'],O,O
['third'],O,O
['year'],O,O
['.'],O,O
,,
['Approximately'],O,O
['40'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['of'],O,O
['the'],O,O
['restricted'],O,O
['share'],O,O
['units'],O,O
['issued'],O,O
['to'],O,O
['officers'],O,O
['and'],O,O
['certain'],O,O
['employees'],O,O
['vest'],O,O
['based'],O,O
['on'],O,O
['certain'],O,O
['market'],O,O
['conditions'],O,O
['.'],O,O
,,
['Vesting'],O,O
['of'],O,O
['the'],O,O
['PSUs'],O,O
['will'],O,O
['occur'],O,O
['at'],O,O
['the'],O,O
['end'],O,O
['of'],O,O
['three'],O,O
['years'],O,O
['based'],O,O
['on'],O,O
['the'],O,O
['following'],O,O
[':'],O,O
['•'],O,O
['If'],O,O
['three'],O,O
['-'],O,O
['year'],O,O
['TSR'],O,O
['performance'],O,O
['relative'],O,O
['to'],O,O
['the'],O,O
['Company'],O,O
"[""'s""]",O,O
['identified'],O,O
['performance'],O,O
['peer'],O,O
['group'],O,O
['('],O,O
['the'],O,O
"['""']",O,O
['Relative'],O,O
['TSR'],O,O
"['""']",O,O
[')'],O,O
['is'],O,O
['less'],O,O
['than'],O,O
['the'],O,O
['30th'],O,O
['percentile'],O,O
"[',']",O,O
['then'],O,O
['0'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['of'],O,O
['the'],O,O
['target'],O,O
['PSUs'],O,O
['will'],O,O
['vest'],O,O
[';'],O,O
['•'],O,O
['If'],O,O
['three'],O,O
['-'],O,O
['year'],O,O
['Relative'],O,O
['TSR'],O,O
['performance'],O,O
['is'],O,O
['equal'],O,O
['to'],O,O
['the'],O,O
['30th'],O,O
['percentile'],O,O
"[',']",O,O
['then'],O,O
['the'],O,O
['Threshold'],O,O
['%'],O,O
['('],O,O
['as'],O,O
['defined'],O,O
['in'],O,O
['the'],O,O
['individual'],O,O
['PSU'],O,O
['Agreements'],O,O
[')'],O,O
['of'],O,O
['the'],O,O
['target'],O,O
['PSUs'],O,O
['will'],O,O
['vest'],O,O
[';'],O,O
['•'],O,O
['If'],O,O
['three'],O,O
['-'],O,O
['year'],O,O
['Relative'],O,O
['TSR'],O,O
['performance'],O,O
['is'],O,O
['equal'],O,O
['to'],O,O
['the'],O,O
['50th'],O,O
['percentile'],O,O
"[',']",O,O
['then'],O,O
['100'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['of'],O,O
['the'],O,O
['target'],O,O
['PSUs'],O,O
['will'],O,O
['vest'],O,O
[';'],O,O
['and'],O,O
['•'],O,O
['If'],O,O
['three'],O,O
['-'],O,O
['year'],O,O
['Relative'],O,O
['TSR'],O,O
['performance'],O,O
['is'],O,O
['greater'],O,O
['than'],O,O
['or'],O,O
['equal'],O,O
['to'],O,O
['the'],O,O
['80th'],O,O
['percentile'],O,O
"[',']",O,O
['then'],O,O
['the'],O,O
['Maximum'],O,O
['%'],O,O
['('],O,O
['as'],O,O
['defined'],O,O
['in'],O,O
['the'],O,O
['individual'],O,O
['PSU'],O,O
['Agreements'],O,O
[')'],O,O
['of'],O,O
['the'],O,O
['target'],O,O
['PSUs'],O,O
['will'],O,O
['vest'],O,O
['.'],O,O
,,
['The'],O,O
['awards'],O,O
['vest'],O,O
['50'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['on'],O,O
['grant'],O,O
['date'],O,O
['and'],O,O
['50'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['on'],O,O
['the'],O,O
['last'],O,O
['day'],O,O
['of'],O,O
['the'],O,O
['directors'],O,O
['’'],O,O
['one'],O,O
['year'],O,O
['term'],O,O
['.'],O,O
,,
['The'],O,O
['remaining'],O,O
['fifty'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['percent'],O,O
['of'],O,O
['the'],O,O
['performance'],O,O
['shares'],O,O
['vest'],O,O
['based'],O,O
['upon'],O,O
['the'],O,O
['company'],O,O
['’'],O,O
['s'],O,O
['total'],O,O
['TSR'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['year'],O,O
['performance'],O,O
['period'],O,O
['relative'],O,O
['to'],O,O
['that'],O,O
['of'],O,O
['the'],O,O
['company'],O,O
['’'],O,O
['s'],O,O
['performance'],O,O
['peer'],O,O
['group'],O,O
['.'],O,O
,,
['Forty'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['five'],I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['percent'],O,O
['of'],O,O
['the'],O,O
['earned'],O,O
['award'],O,O
['is'],O,O
['based'],O,O
['on'],O,O
['students'],O,O
['’'],O,O
['academic'],O,O
['progress'],O,O
['('],O,O
['“'],O,O
['Tranche'],O,O
['#'],O,O
['1'],O,O
['”'],O,O
[')'],O,O
['and'],O,O
['twenty'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['five'],I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['percent'],O,O
['of'],O,O
['the'],O,O
['earned'],O,O
['award'],O,O
['is'],O,O
['based'],O,O
['on'],O,O
['certain'],O,O
['enrollment'],O,O
['levels'],O,O
['('],O,O
['“'],O,O
['Tranche'],O,O
['2'],O,O
['”'],O,O
[')'],O,O
"[',']",O,O
['both'],O,O
['of'],O,O
['which'],O,O
['will'],O,O
['vest'],O,O
['on'],O,O
['October'],O,O
['15'],O,O
"[',']",O,O
['2021'],O,O
['.'],O,O
,,
['Twenty'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['five'],I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['percent'],O,O
['of'],O,O
['the'],O,O
['restricted'],O,O
['shares'],O,O
['vested'],O,O
['on'],O,O
['August'],O,O
['28'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['and'],O,O
['the'],O,O
['remaining'],O,O
['75'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['%'],O,O
['of'],O,O
['the'],O,O
['restricted'],O,O
['shares'],O,O
['vest'],O,O
['in'],O,O
['substantially'],O,O
['equal'],O,O
['installments'],O,O
['on'],O,O
['February'],O,O
['28'],O,O
"[',']",O,O
['2020'],O,O
"[',']",O,O
['August'],O,O
['28'],O,O
"[',']",O,O
['2020'],O,O
['and'],O,O
['February'],O,O
['28'],O,O
"[',']",O,O
['2021'],O,O
['.'],O,O
,,
['Twenty'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['five'],I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['percent'],O,O
['of'],O,O
['the'],O,O
['RSUs'],O,O
['granted'],O,O
['vest'],O,O
['and'],O,O
['settle'],O,O
['on'],O,O
['each'],O,O
['of'],O,O
['the'],O,O
['first'],O,O
"[',']",O,O
['second'],O,O
"[',']",O,O
['third'],O,O
['and'],O,O
['fourth'],O,O
['anniversaries'],O,O
['of'],O,O
['the'],O,O
['grant'],O,O
['date'],O,O
['.'],O,O
,,
['Twenty'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['five'],I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['percent'],O,O
['of'],O,O
['the'],O,O
['RSUs'],O,O
['granted'],O,O
['vest'],O,O
['and'],O,O
['settle'],O,O
['on'],O,O
['each'],O,O
['of'],O,O
['the'],O,O
['first'],O,O
"[',']",O,O
['second'],O,O
"[',']",O,O
['third'],O,O
['and'],O,O
['fourth'],O,O
['anniversaries'],O,O
['of'],O,O
['the'],O,O
['grant'],O,O
['date'],O,O
['.'],O,O
,,
['Twenty'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['five'],I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['percent'],O,O
['of'],O,O
['the'],O,O
['RSUs'],O,O
['granted'],O,O
['vest'],O,O
['and'],O,O
['settle'],O,O
['on'],O,O
['each'],O,O
['of'],O,O
['the'],O,O
['first'],O,O
"[',']",O,O
['second'],O,O
"[',']",O,O
['third'],O,O
['and'],O,O
['fourth'],O,O
['anniversaries'],O,O
['of'],O,O
['the'],O,O
['grant'],O,O
['date'],O,O
['.'],O,O
,,
['The'],O,O
['time'],O,O
['-'],O,O
['based'],O,O
['vesting'],O,O
['condition'],O,O
['will'],O,O
['be'],O,O
['satisfied'],O,O
['over'],O,O
['the'],O,O
['following'],O,O
['four'],O,O
['-'],O,O
['year'],O,O
['schedule'],O,O
[':'],O,O
['Twenty'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['five'],I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['percent'],O,O
['of'],O,O
['the'],O,O
['option'],O,O
['’'],O,O
['s'],O,O
['time'],O,O
['-'],O,O
['based'],O,O
['vesting'],O,O
['condition'],O,O
['is'],O,O
['satisfied'],O,O
['one'],O,O
['year'],O,O
['from'],O,O
['the'],O,O
['vesting'],O,O
['commencement'],O,O
['date'],O,O
['and'],O,O
['the'],O,O
['remaining'],O,O
['1/48th'],O,O
['of'],O,O
['the'],O,O
['option'],O,O
['’'],O,O
['s'],O,O
['time'],O,O
['-'],O,O
['based'],O,O
['vesting'],O,O
['condition'],O,O
['is'],O,O
['satisfied'],O,O
['monthly'],O,O
['thereafter'],O,O
"[',']",O,O
['subject'],O,O
['to'],O,O
['continued'],O,O
['employment'],O,O
['through'],O,O
['each'],O,O
['such'],O,O
['date'],O,O
['.'],O,O
,,
['Forty'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['five'],I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['percent'],O,O
['of'],O,O
['the'],O,O
['earned'],O,O
['award'],O,O
['is'],O,O
['based'],O,O
['on'],O,O
['students'],O,O
['’'],O,O
['academic'],O,O
['progress'],O,O
['('],O,O
['“'],O,O
['Tranche'],O,O
['#'],O,O
['1'],O,O
['”'],O,O
[')'],O,O
['and'],O,O
['twenty'],B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,B-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['five'],I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,I-SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
['percent'],O,O
['of'],O,O
['the'],O,O
['earned'],O,O
['award'],O,O
['is'],O,O
['based'],O,O
['on'],O,O
['certain'],O,O
['enrollment'],O,O
['levels'],O,O
['('],O,O
['“'],O,O
['Tranche'],O,O
['2'],O,O
