sentence,real_label,pred_label
['As'],O,O
['of'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['there'],O,O
['were'],O,O
"['8,746,301']",B-CommonStockCapitalSharesReservedForFutureIssuance,B-CommonStockCapitalSharesReservedForFutureIssuance
['shares'],O,O
['of'],O,O
['common'],O,O
['stock'],O,O
['available'],O,O
['for'],O,O
['future'],O,O
['issuance'],O,O
['.'],O,O
,,
['Note'],O,O
['10'],O,O
['-'],O,O
['Dividends'],O,O
[':'],O,O
['The'],O,O
['following'],O,O
['table'],O,O
['outlines'],O,O
['the'],O,O
['dividends'],O,O
['declared'],O,O
['and'],O,O
['paid'],O,O
['for'],O,O
['NNN'],O,O
"[""'s""]",O,O
['common'],O,O
['stock'],O,O
['for'],O,O
['the'],O,O
['years'],O,O
['ended'],O,O
['December'],O,O
['31'],O,O
['('],O,O
['in'],O,O
['thousands'],O,O
"[',']",O,O
['except'],O,O
['per'],O,O
['share'],O,O
['data'],O,O
[')'],O,O
[':'],O,O
['On'],O,O
['January'],O,O
['15'],O,O
"[',']",O,O
['2020'],O,O
"[',']",O,O
['NNN'],O,O
['declared'],O,O
['a'],O,O
['dividend'],O,O
['of'],O,O
['$'],O,O
['0.515'],B-CommonStockDividendsPerShareDeclared,B-CommonStockDividendsPerShareDeclared
['per'],O,O
['share'],O,O
"[',']",O,O
['payable'],O,O
['February'],O,O
['14'],O,O
"[',']",O,O
['2020'],O,O
"[',']",O,O
['to'],O,O
['its'],O,O
['common'],O,O
['stockholders'],O,O
['of'],O,O
['record'],O,O
['as'],O,O
['of'],O,O
['January'],O,O
['31'],O,O
"[',']",O,O
['2020'],O,O
['.'],O,O
,,
['Equity'],O,O
['As'],O,O
['of'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['our'],O,O
['share'],O,O
['capital'],O,O
['consisted'],O,O
['of'],O,O
"['500,000,000']",B-CommonStockSharesAuthorized,B-CommonStockSharesAuthorized
['shares'],O,O
['of'],O,O
['common'],O,O
['stock'],O,O
['authorized'],O,O
"[',']",O,O
"['309,752,140']",O,O
['shares'],O,O
['issued'],O,O
['and'],O,O
"['309,005,272']",B-CommonStockSharesOutstanding,B-CommonStockSharesOutstanding
['shares'],O,O
['outstanding'],O,O
"[',']",O,O
['81.5'],O,O
['%'],O,O
['of'],O,O
['which'],O,O
['are'],O,O
['owned'],O,O
['by'],O,O
['Iberdrola'],O,O
"[',']",O,O
['each'],O,O
['having'],O,O
['a'],O,O
['par'],O,O
['value'],O,O
['of'],O,O
['$'],O,O
['0.01'],B-CommonStockParOrStatedValuePerShare,B-CommonStockParOrStatedValuePerShare
"[',']",O,O
['for'],O,O
['a'],O,O
['total'],O,O
['value'],O,O
['of'],O,O
['common'],O,O
['stock'],O,O
['of'],O,O
['$'],O,O
['3'],O,O
['million'],O,O
['and'],O,O
['additional'],O,O
['paid'],O,O
['in'],O,O
['capital'],O,O
['of'],O,O
['$'],O,O
"['13,659']",O,O
['million'],O,O
['.'],O,O
,,
['4'],O,O
['.'],O,O
['Common'],O,O
['Stock'],O,O
['The'],O,O
['Company'],O,O
['has'],O,O
"['40,000,000']",B-CommonStockSharesAuthorized,B-CommonStockSharesAuthorized
['common'],O,O
['shares'],O,O
['authorized'],O,O
['with'],O,O
['a'],O,O
['par'],O,O
['value'],O,O
['of'],O,O
['$'],O,O
['0.0001'],B-CommonStockParOrStatedValuePerShare,B-CommonStockParOrStatedValuePerShare
['per'],O,O
['share'],O,O
['.'],O,O
,,
['Shareowners'],O,O
['’'],O,O
['Equity'],O,O
['Common'],O,O
['Stock'],O,O
['At'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['authorized'],O,O
['stock'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
['consisted'],O,O
['of'],O,O
['one'],B-CommonStockSharesAuthorized,B-CommonStockSharesAuthorized
['billion'],I-CommonStockSharesAuthorized,I-CommonStockSharesAuthorized
['shares'],O,O
['of'],O,O
['common'],O,O
['stock'],O,O
"[',']",O,O
['par'],O,O
['value'],O,O
['$'],O,O
['1.00'],B-CommonStockParOrStatedValuePerShare,B-CommonStockParOrStatedValuePerShare
['per'],O,O
['share'],O,O
"[',']",O,O
['and'],O,O
['25'],B-PreferredStockSharesAuthorized,B-PreferredStockSharesAuthorized
['million'],O,O
['shares'],O,O
['of'],O,O
['preferred'],O,O
['stock'],O,O
"[',']",O,O
['without'],O,O
['par'],O,O
['value'],O,O
['.'],O,O
,,
['The'],O,O
['number'],O,O
['of'],O,O
['shares'],O,O
['of'],O,O
['Class'],O,O
['A'],O,O
['common'],O,O
['stock'],O,O
['and'],O,O
['Class'],O,O
['B'],O,O
['common'],O,O
['stock'],O,O
['outstanding'],O,O
['at'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['is'],O,O
['650'],B-CommonStockSharesOutstanding,B-CommonStockSharesOutstanding
['million'],O,O
['and'],O,O
['377'],B-CommonStockSharesOutstanding,B-CommonStockSharesOutstanding
['million'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['The'],O,O
['preferred'],O,O
['stock'],O,O
['has'],O,O
['a'],O,O
['$'],O,O
['25'],O,O
['liquidation'],O,O
['preference'],O,O
['per'],O,O
['depositary'],O,O
['share'],O,O
['and'],O,O
['earns'],O,O
['dividends'],O,O
['on'],O,O
['a'],O,O
['cumulative'],O,O
['basis'],O,O
['at'],O,O
['a'],O,O
['rate'],O,O
['of'],O,O
['5.75'],B-PreferredStockDividendRatePercentage,B-PreferredStockDividendRatePercentage
['%'],O,O
['per'],O,O
['annum'],O,O
['.'],O,O
,,
['Preferred'],O,O
['Shares'],O,O
['-'],O,O
['The'],O,O
['Company'],O,O
"[""'s""]",O,O
['charter'],O,O
['authorizes'],O,O
"['1,000,000']",B-PreferredStockSharesAuthorized,B-PreferredStockSharesAuthorized
['shares'],O,O
['of'],O,O
['preferred'],O,O
['stock'],O,O
['and'],O,O
['provides'],O,O
['that'],O,O
['shares'],O,O
['of'],O,O
['preferred'],O,O
['stock'],O,O
['may'],O,O
['be'],O,O
['issued'],O,O
['from'],O,O
['time'],O,O
['to'],O,O
['time'],O,O
['in'],O,O
['one'],O,O
['or'],O,O
['more'],O,O
['series'],O,O
['.'],O,O
,,
['Common'],O,O
['Stock'],O,O
['and'],O,O
['Share'],O,O
['-'],O,O
['Based'],O,O
['Compensation'],O,O
['Our'],O,O
['authorized'],O,O
['shares'],O,O
['of'],O,O
['capital'],O,O
['stock'],O,O
['include'],O,O
['one'],B-PreferredStockSharesAuthorized,B-PreferredStockSharesAuthorized
['million'],I-PreferredStockSharesAuthorized,I-PreferredStockSharesAuthorized
['shares'],O,O
['of'],O,O
['preferred'],O,O
['stock'],O,O
['and'],O,O
['250'],B-CommonStockSharesAuthorized,B-CommonStockSharesAuthorized
['million'],O,O
['shares'],O,O
['of'],O,O
['common'],O,O
['stock'],O,O
['with'],O,O
['a'],O,O
['par'],O,O
['value'],O,O
['of'],O,O
['$'],O,O
['0.01'],B-CommonStockParOrStatedValuePerShare,B-CommonStockParOrStatedValuePerShare
['per'],O,O
['share'],O,O
['.'],O,O
['Cash'],O,O
['Dividends'],O,O
['-'],O,O
['In'],O,O
['accordance'],O,O
['with'],O,O
['our'],O,O
['cash'],O,O
['dividend'],O,O
['policy'],O,O
"[',']",O,O
['holders'],O,O
['of'],O,O
['our'],O,O
['common'],O,O
['stock'],O,O
['will'],O,O
['receive'],O,O
['dividends'],O,O
['when'],O,O
['and'],O,O
['as'],O,O
['declared'],O,O
['by'],O,O
['our'],O,O
['Board'],O,O
['of'],O,O
['Directors'],O,O
['.'],O,O
,,
['During'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['we'],O,O
['sold'],O,O
['and'],O,O
['issued'],O,O
['an'],O,O
['aggregate'],O,O
['of'],O,O
['0.3'],B-SaleOfStockNumberOfSharesIssuedInTransaction,B-SaleOfStockNumberOfSharesIssuedInTransaction
['million'],O,O
['and'],O,O
['0.5'],B-SaleOfStockNumberOfSharesIssuedInTransaction,B-SaleOfStockNumberOfSharesIssuedInTransaction
['million'],O,O
['shares'],O,O
['of'],O,O
['our'],O,O
['common'],O,O
['stock'],O,O
['under'],O,O
['a'],O,O
['prior'],O,O
['Distribution'],O,O
['Agreement'],O,O
"[',']",O,O
['which'],O,O
['provided'],O,O
['proceeds'],O,O
['of'],O,O
['$'],O,O
['9.6'],B-ProceedsFromIssuanceOfCommonStock,B-ProceedsFromIssuanceOfCommonStock
['million'],O,O
['and'],O,O
['$'],O,O
['14.6'],B-ProceedsFromIssuanceOfCommonStock,B-ProceedsFromIssuanceOfCommonStock
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
"[',']",O,O
['in'],O,O
['connection'],O,O
['with'],O,O
['such'],O,O
['sales'],O,O
"[',']",O,O
['paid'],O,O
['total'],O,O
['commissions'],O,O
['and'],O,O
['fees'],O,O
['to'],O,O
['the'],O,O
['Sales'],O,O
['Agents'],O,O
['of'],O,O
['$'],O,O
['0.2'],O,O
['million'],O,O
['and'],O,O
['$'],O,O
['0.3'],O,O
['million'],O,O
['respectively'],O,O
['.'],O,O
,,
['In'],O,O
['January'],O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['sold'],O,O
"['1,854,838']",B-SaleOfStockNumberOfSharesIssuedInTransaction,B-SaleOfStockNumberOfSharesIssuedInTransaction
['shares'],O,O
['of'],O,O
['its'],O,O
['common'],O,O
['stock'],O,O
['at'],O,O
['a'],O,O
['public'],O,O
['offering'],O,O
['price'],O,O
['of'],O,O
['$'],O,O
['62.00'],B-SaleOfStockPricePerShare,B-SaleOfStockPricePerShare
['per'],O,O
['share'],O,O
['.'],O,O
,,
['In'],O,O
['July'],O,O
['2018'],O,O
"[',']",O,O
['we'],O,O
['settled'],O,O
['the'],O,O
['forward'],O,O
['sales'],O,O
['in'],O,O
['full'],O,O
['by'],O,O
['delivering'],O,O
['six'],B-SaleOfStockNumberOfSharesIssuedInTransaction,B-SaleOfStockNumberOfSharesIssuedInTransaction
['million'],I-SaleOfStockNumberOfSharesIssuedInTransaction,I-SaleOfStockNumberOfSharesIssuedInTransaction
['shares'],O,O
['of'],O,O
['our'],O,O
['common'],O,O
['stock'],O,O
['to'],O,O
['the'],O,O
['counterparties'],O,O
['in'],O,O
['the'],O,O
['agreements'],O,O
['and'],O,O
['received'],O,O
['$'],O,O
['349'],O,O
['million'],O,O
['of'],O,O
['net'],O,O
['cash'],O,O
['proceeds'],O,O
['.'],O,O
,,
['\uf0b7On'],O,O
['April'],O,O
['3'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['issued'],O,O
"['40,000']",B-SaleOfStockNumberOfSharesIssuedInTransaction,B-SaleOfStockNumberOfSharesIssuedInTransaction
['shares'],O,O
['of'],O,O
['common'],O,O
['stock'],O,O
['at'],O,O
['a'],O,O
['price'],O,O
['of'],O,O
['$'],O,O
['1.25'],B-SaleOfStockPricePerShare,B-SaleOfStockPricePerShare
['per'],O,O
['share'],O,O
['to'],O,O
['an'],O,O
['accredited'],O,O
['investor'],O,O
['in'],O,O
['consideration'],O,O
['of'],O,O
['a'],O,O
['cash'],O,O
['investment'],O,O
['of'],O,O
['$'],O,O
"['50,000']",O,O
['.'],O,O
,,
['Stock'],O,O
['Option'],O,O
['Activity'],O,O
['-'],O,O
['The'],O,O
['following'],O,O
['table'],O,O
['summarizes'],O,O
['stock'],O,O
['option'],O,O
['activity'],O,O
['settled'],O,O
['in'],O,O
['DHI'],O,O
['Group'],O,O
['Common'],O,O
['Stock'],O,O
['during'],O,O
['the'],O,O
['periods'],O,O
['presented'],O,O
[':'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['('],O,O
['a'],O,O
[')'],O,O
['The'],O,O
['aggregate'],O,O
['intrinsic'],O,O
['values'],O,O
['represent'],O,O
['the'],O,O
['total'],O,O
['pre'],O,O
['-'],O,O
