,tokens,ner_tags
0,"['Compensation', 'expense', 'of', '$', '40', 'million', 'and', '$', '126', 'million', 'associated', 'with', 'these', 'replacement', 'awards', 'was', 'recorded', 'in', 'Acquisitions', 'and', 'other', 'restructurings', 'in', '2019', 'and', '2018', ',', 'respectively', '.', 'Stock', 'Appreciation', 'RightsSARs', 'represent', 'the', 'right', 'to', 'receive', ',', 'upon', 'exercise', ',', 'shares', 'of', 'common', 'stock', 'having', 'a', 'value', 'equal', 'to', 'the', 'difference', 'between', 'the', 'market', 'price', 'of', 'common', 'stock', 'on', 'the', 'date', 'of', 'exercise', 'and', 'the', 'exercise', 'price', 'on', 'the', 'date', 'of', 'grant', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['The', 'termination', 'of', 'the', 'agreement', 'with', 'Cartesian', 'did', 'not', 'have', 'any', 'impact', 'on', 'the', 'Company', ""'s"", 'consolidated', 'financial', 'statements', '.', 'The', 'Company', 'issued', 'approximately', '1.0', 'million', 'shares', 'of', 'common', 'stock', 'as', 'consideration', 'for', 'the', 'acquisition', 'of', 'Genoptix', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,"['Graphic', 'Packaging', 'International', 'Partners', ',', 'LLC', 'On', 'January', '1', ',', '2018', ',', 'the', 'Company', 'completed', 'the', 'transfer', 'of', 'its', 'North', 'American', 'Consumer', 'Packaging', 'business', ',', 'which', 'included', 'its', 'North', 'American', 'Coated', 'Paperboard', 'and', 'Foodservice', 'businesses', ',', 'to', 'a', 'subsidiary', 'of', 'Graphic', 'Packaging', 'International', 'Partners', ',', 'LLC', '(', 'GPIP', ')', ',', 'a', 'subsidiary', 'of', 'Graphic', 'Packaging', 'Holding', 'Company', ',', 'in', 'exchange', 'for', 'a', '20.5', '%', 'ownership', 'interest', 'in', 'GPIP', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
3,"['de', 'C.V.', '(', '“', 'TCM', '”', ')', ',', 'a', 'forty', 'five', 'percent', '-', 'owned', 'unconsolidated', 'affiliate', 'that', 'operates', 'a', 'bulk', 'liquid', 'terminal', 'in', 'San', 'Luis', 'Potosí', ',', 'Mexico', ';', '•', 'Ferrocarril', 'y', 'Terminal', 'del', 'Valle', 'de', 'México', ',', 'S.A.', 'de', 'C.V.', '(', '“', 'FTVM', '”', ')', ',', 'a', 'twenty', 'five', 'percent', '-', 'owned', 'unconsolidated', 'affiliate', 'that', 'provides', 'railroad', 'services', 'as', 'well', 'as', 'ancillary', 'services', 'in', 'the', 'greater', 'Mexico', 'City', 'area', ';', 'and', '•', 'PTC-220', ',', 'LLC', '(', '“', 'PTC-220', '”', ')', ',', 'a', 'fourteen', 'percent', '-', 'owned', 'unconsolidated', 'affiliate', 'that', 'holds', 'the', 'licenses', 'to', 'large', 'blocks', 'of', 'radio', 'spectrum', 'and', 'other', 'assets', 'for', 'the', 'deployment', 'of', 'positive', 'train', 'control', '.', 'The', 'KCSM', 'Concession', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,"['These', 'investments', 'totaled', '$', '22.6', 'million', 'as', 'of', 'June', '30', ',', '2017', ',', 'and', '$', '21.7', 'million', 'as', 'of', 'December', '31', ',', '2016', ',', 'and', 'are', 'included', 'in', 'Other', 'assets', 'on', 'the', 'Consolidated', 'Statements', 'of', 'Financial', 'Position', '.']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,"['The', 'Company', '’', 's', 'proportionate', 'share', 'in', 'the', 'earnings', 'of', 'LSV', 'was', '$', '159,791', ',', '$', '152,550', 'and', '$', '126,103', 'in', '2018', ',', '2017', 'and', '2016', ',', 'respectively', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,"['2018', 'Restricted', 'Stock', 'Awards', 'On', 'February', '18', ',', '2018', ',', 'certain', 'members', 'of', 'the', 'board', 'of', 'directors', 'each', 'received', 'Annual', 'Restricted', 'Stock', 'Awards', 'with', 'a', 'grant', 'date', 'fair', 'value', 'of', '$', '0.4', 'million', ',', 'representing', '25,370', 'shares', 'of', 'restricted', 'Class', 'A', 'common', 'stock', ',', 'which', 'vested', 'in', 'full', 'on', 'the', 'first', 'anniversary', 'of', 'the', 'date', 'of', 'grant', ',', 'subject', 'to', 'continued', 'service', 'on', 'the', 'board', 'of', 'directors', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7,"['For', 'the', 'six', 'months', 'ended', 'June', '30', ',', '2019', ',', 'approximately', 'six', 'million', 'restricted', 'stock', 'awards', 'and', 'units', 'were', 'granted', 'at', 'a', 'weighted', 'average', 'price', 'per', 'share', 'of', '$', '24.94', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0]"
8,"['Stock', '-', 'Based', 'Compensation', 'During', 'the', 'six', 'months', 'ended', 'June', '30', ',', '2019', ',', 'we', 'granted', 'performance', 'share', 'units', '(', 'which', 'we', 'refer', 'to', 'as', '“', 'PSUs', '”', ')', 'covering', 'up', 'to', '0.3', 'million', 'shares', 'of', 'common', 'stock', ',', 'assuming', 'maximum', 'level', 'of', 'performance', ',', 'with', 'a', 'grant', 'date', 'fair', 'value', 'of', '$', '22.01', 'per', 'share', 'that', 'are', 'subject', 'to', 'both', 'service', 'and', 'performance', 'vesting', 'conditions', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"['The', 'total', 'intrinsic', 'value', 'of', 'all', 'outstanding', 'RSUs', 'as', 'of', 'September', '30', ',', '2019', 'and', 'December', '31', ',', '2018', 'was', '$', '395.6', 'million', 'and', '$', '304.3', 'million', ',', 'respectively', '.', 'The', 'non', '-', 'vested', 'restricted', 'share', 'units', 'at', 'September', '30', ',', '2019', 'included', '36,000', 'performance', 'share', 'units', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0]"
