,tokens,ner_tags
0,"['We', 'also', 'have', 'an', 'option', ',', 'subject', 'to', 'customary', 'conditions', ',', 'to', 'increase', 'the', 'capacity', 'of', 'the', 'credit', 'facility', 'to', '$', '4.5', 'billion', 'at', 'any', 'time', 'prior', 'to', 'the', 'maturity', 'dates', 'for', 'the', 'revolving', 'credit', 'facility', 'and', 'term', 'loans', 'without', 'the', 'consent', 'of', 'existing', 'lenders', ',', 'by', 'obtaining', 'additional', 'commitments', 'from', 'our', 'existing', 'lenders', 'and', 'other', 'financial', 'institutions', '.', 'As', 'of', 'June', '30', ',', '2019', ',', 'the', '2017', 'credit', 'facility', 'bore', 'interest', 'at', 'a', 'spread', 'over', '30', '-', 'day', 'LIBOR', 'ranging', 'from', '(', 'i', ')', '82.5', 'basis', 'points', 'to', '155', 'basis', 'points', 'for', 'loans', 'under', 'the', 'revolving', 'credit', 'facility', ',', '(', 'ii', ')', '90', 'basis', 'points', 'to', '175', 'basis', 'points', 'for', 'loans', 'under', 'Term', 'Loan', 'A', ',', 'and', '(', 'iii', ')', '150', 'basis', 'points', 'to', '245', 'basis', 'points', 'for', 'loans', 'under', 'Term', 'Loan', 'B', ',', 'in', 'each', 'case', 'based', 'on', 'the', 'credit', 'rating', 'assigned', 'to', 'the', 'senior', 'unsecured', 'long', 'term', 'indebtedness', 'of', 'the', 'Company', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['Quarterly', 'Financial', 'Information', '(', 'Unaudited', ')', '(', '1', ')', 'As', 'discussed', 'in', 'note', '12', 'to', 'our', 'consolidated', 'financial', 'statements', ',', 'in', 'the', 'fourth', 'quarter', 'of', '2019', ',', 'we', 'issued', '$', '750', 'aggregate', 'principal', 'amount', 'of', '3', '7/8', 'percent', 'Senior', 'Secured', 'Notes', 'due', '2027', 'and', 'redeemed', 'all', 'of', 'our', '4', '5/8', 'percent', 'Senior', 'Secured', 'Notes', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,"['As', 'of', 'September', '30', ',', '2019', ',', 'there', 'were', 'no', 'letters', '10', 'Table', 'of', 'Contents', 'MSG', 'NETWORKS', 'INC', '.', 'NOTES', 'TO', 'CONSOLIDATED', 'FINANCIAL', 'STATEMENTS', '(', 'UNAUDITED', ')', '(', 'Continued', ')', 'of', 'credit', 'issued', 'and', 'outstanding', 'under', 'the', '2015', 'Revolving', 'Credit', 'Facility', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,"['There', 'were', 'no', 'borrowings', 'under', 'the', 'Credit', 'Agreement', 'for', 'any', 'of', 'the', 'fiscal', 'periods', 'covered', 'by', 'this', 'Quarterly', 'Report', 'on', 'Form', '10-Q', '.']","[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,"['The', 'Company', 'pays', 'a', 'periodic', 'commission', 'fee', 'of', '1.250', 'percent', 'plus', 'a', 'fronting', 'fee', 'of', '0.175', 'percent', 'of', 'the', 'aggregate', 'face', 'amount', 'of', 'the', 'outstanding', 'letters', 'of', 'credit', 'issued', 'under', 'the', 'Credit', 'Facility', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,"['The', 'borrowing', 'base', 'as', 'of', 'June', '30', ',', '2019', 'was', '$', '550.0', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
6,"['Interest', 'on', 'letters', 'of', 'credit', 'issued', 'under', 'the', 'Credit', 'Facility', 'is', 'variable', 'based', 'on', 'our', 'leverage', 'ratio', 'and', 'the', 'type', 'of', 'letters', 'of', 'credit', ',', 'with', 'an', 'interest', 'rate', 'of', '1.8', '%', 'as', 'of', 'November', '2', ',', '2019', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]"
7,"['As', 'noted', 'above', ',', 'we', 'are', 'currently', 'limited', 'to', 'a', 'maximum', 'of', '$', '250.0', 'million', 'for', 'such', 'incremental', 'borrowings', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0]"
8,"['As', 'of', 'November', '7', ',', '2019', ',', 'we', 'had', '$', '700,000', 'outstanding', 'and', '$', '300,000', 'available', 'to', 'borrow', 'under', 'our', 'revolving', 'credit', 'facility', '.', 'Our', '$', '400,000', 'term', 'loan', ',', 'which', 'matures', 'on', 'July', '15', ',', '2023', ',', 'is', 'prepayable', 'without', 'penalty', 'at', 'any', 'time', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"['In', 'addition', ',', 'we', 'pay', 'a', 'line', 'fee', 'of', '1.25', '%', 'on', 'the', 'facility', ',', 'which', 'is', 'secured', 'by', 'guarantees', 'of', 'JWA', 'and', 'had', 'an', 'outstanding', 'principal', 'balance', 'of', '$', '35.0', 'million', 'as', 'of', 'June', '29', ',', '2019', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
