,tokens,ner_tags
0,"['Each', 'of', 'the', 'broker', '-', 'dealers', 'has', 'a', 'sublimit', 'under', 'Borrowing', 'Base', 'A', 'Loan', ',', 'from', '$', '300', 'million', 'to', '$', '600', 'million', ',', 'which', 'bears', 'interest', 'at', 'the', 'adjusted', 'LIBOR', 'or', 'base', 'rate', 'plus', '1.25', '%', 'per', 'annum', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1,"['Loans', 'outstanding', 'under', 'the', 'Term', 'Loan', 'due', '2026', 'will', 'bear', 'interest', 'at', 'a', 'rate', 'equal', 'to', 'LIBOR', 'plus', 'a', 'margin', 'ranging', 'from', '1.45', '%', 'to', '2.40', '%', '(', '1.60', '%', 'at', 'June', '30', ',', '2019', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2,"['(', 'B', ')', 'Substantially', 'all', 'of', 'these', 'loans', 'have', 'LIBOR', 'caps', 'that', 'range', 'between', '3.66', '%', 'and', '3.75', '%', 'as', 'of', 'June', '30', ',', '2019', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
3,"['At', 'September', '30', ',', '2018', ',', 'there', 'was', '$', '22', 'million', 'outstanding', 'under', 'the', 'Revolver', 'Loan', 'with', 'approximately', '$', '1.8', 'million', 'of', 'debt', 'issuance', 'costs', ',', 'net', '.', 'Borrowings', 'under', 'the', 'Second', 'Amended', 'and', 'Restated', 'Credit', 'Agreement', 'initially', 'bear', 'interest', 'at', 'floating', 'rates', 'equal', 'to', ',', 'at', 'our', 'option', ',', 'either', '(', '1', ')', 'LIBOR', ',', 'plus', 'a', 'spread', 'which', 'ranges', 'from', '(', 'a', ')', '1.05', '%', 'to', '1.50', '%', '(', 'with', 'respect', 'to', 'the', 'Revolver', 'Loan', ')', 'and', '(', 'b', ')', '1.30', '%', 'to', '1.90', '%', '(', 'with', 'respect', 'to', 'Term', 'Loan', 'A', ')', ',', 'in', 'each', 'case', 'based', 'on', 'our', 'consolidated', 'leverage', 'ratio', ',', 'or', '(', '2', ')', 'a', 'base', 'rate', 'equal', 'to', 'the', 'highest', 'of', '(', 'a', ')', 'the', 'prime', 'rate', ',', '(', 'b', ')', 'the', 'federal', 'funds', 'rate', 'plus', '50', 'bps', 'or', '(', 'c', ')', 'LIBOR', 'plus', '100', 'bps', ',', 'plus', 'a', 'spread', 'which', 'ranges', 'from', '(', 'i', ')', '0.10', '%', 'to', '0.50', '%', '(', 'with', 'respect', 'to', 'the', 'Revolver', 'Loan', ')', 'and', '(', 'ii', ')', '0.30', '%', 'to', '0.90', '%', '(', 'with', 'respect', 'to', 'Term', 'Loan', 'A', ')', ',', 'in', 'each', 'case', 'based', 'on', 'our', 'consolidated', 'leverage', 'ratio', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,"['The', 'weighted', 'average', 'interest', 'rate', 'on', 'consolidated', 'indebtedness', 'was', '3.89', '%', '(', 'based', 'on', 'the', '30', '-', 'day', 'LIBOR', 'rate', 'as', 'of', 'June', '30', ',', '2018', ',', 'of', '2.07', '%', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
5,"['At', 'June', '30', ',', '2019', ',', 'the', 'Company', 'had', 'a', 'remaining', 'accrual', 'of', '$', '14.0', ',', 'which', 'represents', 'the', 'accrued', 'interest', 'at', 'the', 'Federal', 'Reserve', 'Discount', 'Rate', 'plus', 'a', 'spread', 'of', '5.00', '%', 'related', 'to', '2.5', 'shares', 'for', 'which', 'the', '$', '77.00', 'per', 'share', 'merger', 'consideration', 'was', 'paid', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,"['Borrowings', 'under', 'the', 'unsecured', 'term', 'loan', 'accrue', 'interest', 'at', 'a', 'rate', 'equal', 'to', 'LIBOR', ',', 'plus', 'a', 'margin', 'ranging', 'from', '0.75', '%', 'to', '1.65', '%', 'per', 'annum', 'based', 'on', 'our', 'credit', 'rating', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7,"['The', 'interest', 'rate', 'per', 'annum', 'applicable', 'to', 'the', 'Revolving', 'Credit', 'Facility', 'is', 'equal', 'to', ',', 'at', 'GCP', '’', 's', 'option', ',', 'either', ':', '(', 'i', ')', 'a', 'base', 'rate', 'plus', 'a', 'margin', 'ranging', 'from', '0.5', '%', 'to', '1.0', '%', ',', 'or', '(', 'ii', ')', 'LIBOR', 'plus', 'a', 'margin', 'ranging', 'from', '1.5', '%', 'to', '2.0', '%', ',', 'based', 'upon', 'the', 'total', 'leverage', 'ratio', 'of', 'GCP', 'and', 'its', 'restricted', 'subsidiaries', 'in', 'both', 'scenarios', '.', 'The', 'Credit', 'Agreement', 'contains', 'conditions', 'that', 'would', 'require', 'mandatory', 'principal', 'payments', 'in', 'advance', 'of', 'the', 'maturity', 'date', 'of', 'the', 'Revolving', 'Credit', 'Facility', ',', 'as', 'well', 'as', 'certain', 'customary', 'affirmative', 'and', 'negative', 'covenants', 'and', 'events', 'of', 'default', ',', 'as', 'described', 'in', 'Note', '6', ',', '""', 'Debt', 'and', 'Other', 'Borrowings', ',', '""', 'to', 'the', 'Company', ""'s"", 'Consolidated', 'Financial', 'Statements', 'included', 'in', 'the', '2018', 'Annual', 'Report', 'in', 'the', 'Form', '10-K', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8,"['The', 'applicable', 'margin', 'for', 'existing', 'LIBOR', 'borrowings', 'at', 'June', '30', ',', '2018', 'is', '3.00', '%', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
9,"['Loans', 'under', 'the', 'FILO', 'Tranche', ',', 'within', 'the', 'ABL', 'Facility', ',', 'bear', 'interest', 'at', 'an', 'alternate', 'base', 'rate', 'plus', 'an', 'applicable', 'margin', '(', 'ranging', 'from', '1.00', '%', 'to', '1.50', '%', 'pursuant', 'to', 'a', 'grid', 'based', 'on', 'average', 'excess', 'availability', ')', 'or', 'LIBOR', 'plus', 'an', 'applicable', 'margin', '(', 'ranging', 'from', '2.00', '%', 'to', '2.50', '%', 'pursuant', 'to', 'a', 'grid', 'based', 'on', 'average', 'excess', 'availability', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
