,tokens,ner_tags
0,"['Also', 'in', 'connection', 'with', 'the', 'acquisition', 'of', 'Good', 'Start', 'and', 'immediately', 'subsequent', 'to', 'the', 'acquisition', ',', 'the', 'Company', 'paid', 'bonuses', 'to', 'certain', 'members', 'of', 'Good', 'Start', '’', 's', 'management', 'team', 'through', ':', '(', 'a', ')', 'payment', 'of', '$', '0.9', 'million', 'through', 'the', 'issuance', 'of', '83,025', 'shares', 'of', 'the', 'Company', '’', 's', 'common', 'stock', ';', 'and', '(', 'b', ')', 'payment', 'of', '$', '0.4', 'million', 'through', 'the', 'issuance', 'of', '37,406', 'shares', 'of', 'the', 'Company', '’', 's', 'common', 'stock', ',', 'representing', 'a', 'hold', '-', 'back', 'amount', 'payable', 'on', 'the', 'one', '-', 'year', 'anniversary', 'of', 'the', 'acquisition', 'date', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['The', 'acquisition', 'of', 'Poage', 'was', 'structured', 'as', 'a', 'stock', 'transaction', 'in', 'which', 'the', 'Company', 'issued', 'approximately', '1.1', 'million', 'shares', ',', 'valued', 'at', 'approximately', '$', '82.6', 'million', ',', 'or', '$', '24.22', 'per', 'share', 'of', 'Poage', 'common', 'stock', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,"['Relationship', 'with', 'Sagicor', 'In', 'connection', 'with', 'the', 'acquisition', 'of', 'the', 'Sagicor', 'Assets', ',', 'we', 'issued', '20,000,000', 'ordinary', 'shares', 'of', 'our', 'common', 'stock', 'to', 'affiliates', 'of', 'Sagicor', 'Group', 'Jamaica', 'Limited', '(', '“', 'Sagicor', '”', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,"['(', '2', ')', 'Represents', 'the', 'fair', 'value', 'of', '6.3', 'million', 'shares', 'of', 'Tivity', 'Health', 'Common', 'Stock', 'issued', 'for', 'outstanding', 'Nutrisystem', 'shares', 'as', 'stock', 'consideration', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,"['Pursuant', 'to', 'the', 'merger', 'agreement', 'executed', 'in', 'June', '2017', ',', 'the', 'Company', 'paid', '$', '36.2', 'million', 'of', 'cash', 'consideration', 'and', '3,398,477', 'shares', 'of', 'the', 'Company', '’', 's', 'Class', 'A', 'common', 'stock', 'in', 'exchange', 'for', 'all', 'of', 'the', 'outstanding', 'common', 'stock', 'of', 'Peoples', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,"['The', 'Company', 'issued', '1,579,268', 'shares', 'of', 'its', 'common', 'stock', 'as', 'well', 'as', 'a', 'net', 'cash', 'payment', 'to', 'Beeville', 'shareholders', 'of', '$', '32.4', 'million', ',', 'a', 'total', 'consideration', 'of', '$', '65.9', 'million', ',', 'for', 'all', 'outstanding', 'stock', 'of', 'Beeville', 'and', 'resulted', 'in', '100', '%', 'ownership', 'interest', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
6,"['During', 'the', 'year', 'ended', 'December', '31', ',', '2017', ',', 'the', 'Operating', 'Partnership', 'partially', 'funded', 'one', 'property', 'acquisition', 'by', 'issuing', 'an', 'aggregate', 'of', '2,247,817', 'OP', 'Units', 'valued', 'at', 'approximately', '$', '44.3', 'million', 'on', 'the', 'date', 'of', 'issuance', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7,"['Pursuant', 'to', 'the', 'terms', 'and', 'subject', 'to', 'the', 'conditions', 'of', 'the', 'Reorganization', 'Agreement', ',', 'which', 'has', 'been', 'approved', 'by', 'the', 'Board', 'of', 'Directors', 'of', 'each', 'of', 'the', 'Company', 'and', 'Chandler', 'and', 'by', 'Kidd', 'Partners', ',', 'as', 'the', 'sole', 'shareholder', 'of', 'Chandler', ',', 'the', 'transaction', 'provides', 'for', 'the', 'payment', 'to', 'the', 'sole', 'shareholder', 'of', 'Chandler', 'of', '(', 'i', ')', '$', '19.2', 'million', 'in', 'cash', ',', 'subject', 'to', 'adjustment', 'described', 'in', 'the', 'Reorganization', 'Agreement', ',', 'and', '(', 'ii', ')', '2,100,000', 'shares', 'of', 'the', 'Company', '’', 's', 'common', 'stock', ',', 'subject', 'to', 'adjustment', 'described', 'in', 'the', 'Reorganization', 'Agreement', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8,"['The', 'Merger', 'was', 'effected', 'through', 'the', 'issuance', 'of', '100', 'million', 'shares', 'of', 'the', 'Company', ""'s"", 'common', 'stock', ',', 'with', 'a', 'fair', 'value', 'of', '$', '484.0', 'million', 'on', 'the', 'date', 'of', 'closing', ',', 'and', 'the', 'repayment', 'of', '$', '53.9', 'million', 'of', 'Fifth', 'Creek', 'debt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"['The', 'total', 'fair', 'value', 'of', 'consideration', 'for', 'Klein', 'was', '$', '406.5', 'million', ',', 'consisting', 'of', '22.8', 'million', 'shares', 'of', 'Old', 'National', 'Common', 'Stock', 'valued', 'at', '$', '406.5', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10,"['See', 'discussion', 'of', 'Dana', ""'s"", 'subsequent', 'acquisition', 'of', 'PEBL', ""'s"", '50', '%', 'interest', 'in', 'PEPS', 'above', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
11,"['On', 'September', '12', ',', '2018', ',', 'the', 'Company', 'completed', 'the', 'acquisition', 'of', '100', '%', 'of', 'Halo', 'Pharma', ',', 'a', 'finished', 'dosage', 'form', 'contract', 'development', 'and', 'manufacturing', 'organization', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"['Share', 'Purchase', 'Agreement', 'In', 'connection', 'with', 'the', 'formation', 'of', 'Sem', 'CAMS', 'Midstream', ',', 'on', 'January', '9', ',', '2019', ',', 'Sem', 'CAMS', 'Midstream', 'entered', 'into', 'a', 'Share', 'Purchase', 'Agreement', '(', 'the', '“', 'Share', 'Purchase', 'Agreement', '”', ')', 'with', 'Meritage', 'Midstream', 'Services', 'III', ',', 'LP', '(', '“', 'Meritage', '”', ')', 'to', 'acquire', '100', '%', 'of', 'the', 'issued', 'and', 'outstanding', 'equity', 'interests', 'in', 'Meritage', 'Midstream', 'ULC', ',', 'an', 'Alberta', 'unlimited', 'liability', 'corporation', '(', '“', 'Meritage', 'ULC', '”', 'and', 'such', 'acquisition', ',', 'the', '“', 'Meritage', 'Acquisition', '”', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,"['In', 'June', '2019', ',', 'the', 'Company', 'acquired', '100', 'percent', 'of', 'the', 'equity', 'interests', 'of', 'Lavet', 'S.r.l', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,"['The', 'purchase', 'of', 'the', 'remaining', '49', '%', 'interest', 'resulted', 'in', 'a', 'decrease', 'to', 'PMI', '’', 's', 'additional', 'paid', '-', 'in', 'capital', 'of', '$', '86', 'million', '.']","[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,"['Acquisition', 'of', 'Paymetric', 'Holdings', ',', 'Inc.', 'On', 'May', '25', ',', '2017', ',', 'the', 'Company', 'completed', 'the', 'acquisition', 'of', 'Paymetric', 'Holdings', ',', 'Inc.', '(', '“', 'Paymetric', '”', ')', 'by', 'acquiring', '100', '%', 'of', 'the', 'issued', 'and', 'outstanding', 'shares', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
16,"['We', 'acquired', '100', '%', 'of', 'the', 'equity', 'interests', 'in', 'Fyre', 'Werks', 'for', 'consideration', 'of', '$', '8.0', 'million', ',', 'net', 'of', 'cash', 'acquired', '.']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
17,"['The', 'preliminary', 'purchase', 'price', 'allocation', 'to', 'identifiable', 'intangible', 'assets', 'acquired', 'was', ':', 'Temptime', 'On', 'February', '21', ',', '2019', ',', 'the', 'Company', 'acquired', '100', '%', 'of', 'the', 'equity', 'interests', 'of', 'Temptime', 'Corporation', '(', '“', 'Temptime', '”', ')', ',', 'a', 'developer', 'and', 'manufacturer', 'of', 'temperature', '-', 'monitoring', 'labels', 'and', 'devices', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18,"['-', '12', '-', 'Net', '-', 'Tech', 'Technology', ',', 'Inc', '.', 'We', 'acquired', '100', '%', 'of', 'the', 'shares', 'of', 'Net', '-', 'Tech', 'Technology', ',', 'Inc.', '(', 'NT2', ')', 'on', 'April', '25', ',', '2018', 'for', 'a', 'purchase', 'price', 'of', '$', '8.5', 'million', 'that', 'was', 'funded', 'with', 'cash', 'on', 'hand', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19,"['In', 'September', '2018', ',', 'we', 'acquired', '100', '%', 'of', 'the', 'membership', 'interests', 'of', 'Fiber', 'Composites', ',', 'LLC', '(', '“', 'Fiberon', '”', ')', ',', 'a', 'leading', 'U.S.', 'manufacturer', 'of', 'outdoor', 'performance', 'materials', 'used', 'in', 'decking', ',', 'railing', 'and', 'fencing', 'products', ',', 'for', 'a', 'total', 'purchase', 'price', 'of', 'approximately', '$', '470', 'million', ',', 'subject', 'to', 'certain', 'post', '-', 'closing', 'adjustments', '.']","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20,"['The', 'Company', 'acquired', 'one', 'hundred', 'percent', 'of', 'Interface', 'for', 'an', 'initial', 'price', 'of', '$', '268.4', 'million', ',', 'net', 'of', 'cash', 'acquired', 'of', '$', '5.2', 'million', '.']","[0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
21,"['The', 'Company', 'acquired', 'one', 'hundred', 'percent', 'of', 'Interface', 'for', 'an', 'initial', 'price', 'of', '$', '268.4', 'million', ',', 'net', 'of', 'cash', 'acquired', 'of', '$', '5.2', 'million', '.']","[0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22,"['The', 'aggregate', 'purchase', 'price', 'of', 'this', 'acquisition', 'was', 'approximately', '$', '219', 'million', ',', 'net', 'of', 'cash', 'acquired', 'of', '$', '3.6', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23,"['Additionally', ',', 'on', 'July', '2', ',', '2019', ',', 'the', 'foreclosure', 'sale', 'of', 'one', 'property', 'occurred', 'to', 'settle', 'the', 'related', 'mortgage', 'note', 'obligation', 'for', 'which', 'the', 'Company', 'was', 'in', 'default', 'as', 'of', 'June', '30', ',', '2019', '.', 'From', 'July', '1', ',', '2019', 'through', 'July', '31', ',', '2019', 'the', 'Company', 'acquired', 'three', 'properties', 'for', 'an', 'aggregate', 'purchase', 'price', 'of', '$', '21.8', 'million', ',', 'excluding', 'capitalized', 'external', 'acquisition', '-', 'related', 'expenses', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24,"['Med', 'Cart', 'On', 'May', '31', ',', '2017', ',', 'the', 'Company', 'acquired', 'Med', 'Cart', 'Specialty', 'Pharmacy', 'for', '$', '34.5', 'million', ',', 'including', 'the', 'cost', 'of', 'acquired', 'inventory', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
25,"['The', 'total', 'consideration', 'for', 'the', 'transaction', ',', 'including', 'the', 'Company', '’', 's', 'assumption', 'of', 'existing', 'Eaton', 'Towers', 'debt', ',', 'is', 'approximately', '$', '1.85', 'billion', ',', 'subject', 'to', 'customary', 'closing', 'adjustments', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]"
26,"['On', 'February', '14', ',', '2018', ',', 'we', 'acquired', 'certain', 'divested', 'assets', 'from', 'Becton', ',', 'Dickinson', 'and', 'Company', '(', '""', 'BD', '""', ')', ',', 'for', 'an', 'aggregate', 'purchase', 'price', 'of', '$', '100.3', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
27,"['65', 'Table', 'of', 'Contents', 'NOTE', '3', 'BUSINESS', 'COMBINATIONS', 'Fiscal', 'Year', '2019', 'Acquisitions', 'On', 'August', '21', ',', '2019', ',', 'we', 'completed', 'an', 'acquisition', 'of', 'an', 'unaffiliated', 'company', ',', 'Drill', 'Scan', 'Energy', 'SAS', 'and', 'its', 'subsidiaries', '(', '""', 'Drill', 'Scan', '""', ')', ',', 'which', 'is', 'now', 'a', 'wholly', '-', 'owned', 'subsidiary', 'of', 'the', 'Company', ',', 'a', 'total', 'consideration', 'of', 'approximately', '$', '32.7', 'million', ',', 'which', 'includes', '$', '17.7', 'million', 'of', 'contingent', 'consideration', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28,"['The', 'Amended', 'Credit', 'Facility', 'allows', 'for', 'up', 'to', 'two', 'temporary', 'increases', 'in', 'the', 'maximum', 'leverage', 'ratio', 'from', '3', '.', '50x', 'to', '4', '.', '00x', 'for', 'a', 'four', 'quarter', 'period', 'following', 'an', 'acquisition', 'larger', 'than', '$', '250,000', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]"
29,"['This', 'acquisition', 'extends', '8x8', '’', 's', 'technology', 'advantage', 'as', 'a', 'fully', '-', 'owned', ',', 'cloud', 'technology', 'platform', 'with', 'unified', 'communications', '(', '""', 'UCaaS', '""', ')', ',', 'contact', 'center', '(', '""', 'CCaaS', '""', ')', ',', 'video', '(', '""', 'VCaaS', '""', ')', 'and', 'platform', 'communication', 'APIs', '(', '""', 'CPaaS', '""', ')', 'solutions', 'able', 'to', 'natively', 'offer', 'pre', '-', 'packaged', 'communications', ',', 'contact', 'center', 'and', 'video', 'solutions', 'and', 'open', 'APIs', 'to', 'embed', 'these', 'and', 'other', 'communications', 'into', 'an', 'organization', '’', 's', 'core', 'business', 'processes', '.', 'The', 'total', 'fair', 'value', 'of', 'the', 'purchase', 'consideration', 'of', 'approximately', '$', '117.1', 'million', 'was', 'comprised', 'of', 'approximately', '$', '72.8', 'million', 'in', 'cash', 'and', '$', '44.3', 'million', 'in', 'shares', 'of', 'common', 'stock', 'of', 'the', 'Company', ',', 'of', 'which', 'approximately', '$', '10.4', 'million', 'in', 'cash', 'and', '$', '8.5', 'million', 'in', 'equity', 'have', 'been', 'heldback', 'to', 'cover', 'potential', 'indemnity', 'claims', 'made', 'by', 'the', 'Company', 'after', 'the', 'closing', 'date', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"['The', 'transaction', 'was', 'valued', 'at', 'approximately', '$', '19', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
31,"['Total', 'purchase', 'consideration', 'was', '$', '98,770', ',', 'including', '$', '89,074', 'in', 'revolving', 'credit', 'facility', 'proceeds', 'and', '$', '9,696', 'of', 'contingent', 'consideration', '.']","[0, 0, 0, 0, 0, 4, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32,"['During', 'the', 'three', 'months', 'ended', 'June', '30', ',', '2019', 'Ebix', 'acquired', 'an', 'additional', '15.1', '%', 'of', 'these', 'publicly', '-', 'held', 'Weizmann', 'Forex', 'shares', 'for', '$', '12.7', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
33,"['Acquisitions', '2018', 'Acquisition', 'In', 'February', '2018', ',', 'the', 'Company', 'completed', 'a', 'purchase', 'of', 'Twine', 'Health', ',', 'Inc.', ',', 'a', 'privately', '-', 'held', 'company', ',', 'which', 'was', 'accounted', 'for', 'as', 'a', 'business', 'combination', ',', 'for', 'total', 'purchase', 'price', 'consideration', 'of', '$', '16.7', 'million', ',', 'of', 'which', '$', '5.4', 'million', 'was', 'allocated', 'to', 'developed', 'technology', 'intangible', 'assets', ',', '$', '3.8', 'million', 'to', 'customer', 'relationships', 'intangible', 'asset', ',', '$', '9.9', 'million', 'to', 'goodwill', ',', '$', '1.7', 'million', 'to', 'deferred', 'tax', 'liabilities', ',', '$', '0.2', 'million', 'to', 'deferred', 'revenue', ',', 'and', '$', '0.6', 'million', 'to', 'net', 'assumed', 'liabilities', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
34,"['Pleasant', ',', 'Michigan', '-', 'based', 'Milan', 'Supply', 'Company', '(', '""', 'Milan', 'Supply', '""', ')', ',', 'for', 'a', 'purchase', 'price', 'of', 'approximately', '$', '6.1', 'million', 'after', 'working', 'capital', 'adjustments', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]"
35,"['The', 'aggregate', 'fair', 'value', 'consideration', 'for', 'these', 'five', 'acquisitions', 'included', '$', '69.9', 'million', 'in', 'cash', 'and', 'fair', 'value', 'contingent', 'consideration', 'of', '$', '1.1', 'million', 'and', 'was', 'net', 'of', 'a', 'working', 'capital', 'receivable', 'of', '$', '0.2', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
36,"['The', 'Company', 'paid', '$', '28.1', 'million', 'at', 'the', 'closing', 'of', 'the', 'transaction', 'and', 'allocated', 'the', 'purchase', 'price', 'primarily', 'to', 'intangible', 'assets', 'and', 'goodwill', 'in', 'the', 'unaudited', 'condensed', 'consolidated', 'statements', 'of', 'financial', 'condition', '.', '5', '.']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
37,"['Ltd.', '(', '""', 'Indus', '""', ')', 'for', 'approximately', '$', '22.9', 'million', 'plus', 'possible', 'future', 'contingent', 'earn', '-', 'out', 'payments', 'of', 'up', 'to', '$', '5.0', 'million', 'based', 'on', 'earned', 'revenues', 'over', 'the', 'subsequent', 'twenty', '-', 'four', 'month', 'period', 'following', 'the', 'effective', 'date', 'of', 'the', 'acquisition', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
38,"['The', 'asset', 'purchase', 'agreement', 'relating', 'to', 'the', 'acquisition', 'provided', 'for', 'a', '$', '0.6', 'million', 'post', '-', 'closing', 'working', 'capital', 'adjustment', 'that', 'settled', 'during', 'the', 'second', 'quarter', 'of', '2018', 'as', 'well', 'as', 'a', '$', '1.0', 'million', 'holdback', 'that', 'will', 'be', 'paid', 'eighteen', 'months', 'from', 'the', 'completion', 'of', 'the', 'acquisition', 'and', 'is', 'recorded', 'in', 'the', 'Other', 'accrued', 'expenses', 'line', 'on', 'the', 'Consolidated', 'Balance', 'Sheets', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
