,tokens,ner_tags
0,"['Acquisitions', 'Red', 'Sky', 'Solutions', ',', 'LLC', 'On', 'April', '3', ',', '2018', ',', 'the', 'Company', 'completed', 'the', 'acquisition', '(', '“', 'Red', 'Sky', 'Acquisition', '”', ')', 'of', 'all', 'of', 'the', 'issued', 'and', 'outstanding', 'units', 'of', 'Red', 'Sky', 'Solutions', ',', 'LLC', 'in', 'exchange', 'for', '$', '36.6', 'million', 'paid', 'in', 'cash', 'and', 'approximately', '$', '4.1', 'million', 'paid', 'in', '269,287', 'restricted', 'shares', 'of', 'the', 'Company', '’', 's', 'common', 'stock', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['The', 'initial', 'purchase', 'consideration', 'for', 'the', 'acquisition', 'was', '$', '750,000', ',', 'of', 'which', '$', '650,000', 'was', 'paid', 'in', 'cash', 'and', 'the', 'balance', 'was', 'settled', 'by', 'issuing', '1,177,630', 'shares', 'of', 'Ener', 'Sys', 'common', 'stock', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2,"['Acquisitions', 'In', 'connection', 'with', 'the', 'Transaction', ',', 'the', 'Company', 'paid', 'approximately', '$', '94.4', 'million', 'for', 'the', 'assets', ',', 'comprised', 'of', '$', '50.0', 'million', 'in', 'cash', 'and', '$', '44.4', 'million', ',', 'or', '1,953,407', 'shares', ',', 'of', 'Class', 'A', 'equity', 'interests', 'of', 'Outfront', 'Canada', ',', 'subject', 'to', 'post', '-', 'closing', 'adjustments', '(', 'upward', 'or', 'downward', ')', 'for', 'closing', 'date', 'working', 'capital', 'and', 'indebtedness', ',', 'and', 'for', 'the', 'achievement', 'of', 'certain', 'operating', 'income', 'before', 'depreciation', 'and', 'amortization', 'targets', 'relating', 'to', 'the', 'acquired', 'assets', 'in', '2017', 'and', '2018', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,"['The', 'aggregate', 'merger', 'consideration', 'paid', 'was', '$', '351.7', 'million', ',', 'which', 'was', 'comprised', 'of', '1,344,387', 'shares', 'of', 'Teladoc', 'Health', '’', 's', 'common', 'stock', 'valued', 'at', '$', '68.6', 'million', 'on', 'May', '31', ',', '2018', ',', 'and', '$', '283.1', 'million', 'of', 'net', 'cash', '.']","[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]"
4,"['Business', 'Acquisitions', '-', 'For', 'businesses', 'acquired', 'in', '2016', ',', 'the', 'remaining', 'consideration', 'consists', 'of', '(', 'i', ')', '40,524', 'shares', 'of', 'Class', 'A', 'common', 'stock', 'subject', 'to', 'non', '-', 'compete', 'provisions', 'and', 'employment', 'conditions', ',', 'and', 'non', '-', 'contingent', 'interests', 'exchangeable', 'into', '202,984', 'shares', 'of', 'Class', 'A', 'common', 'stock', ',', 'and', '(', 'ii', ')', 'up', 'to', '499,793', 'additional', 'shares', 'of', 'Class', 'A', 'common', 'stock', 'that', 'are', 'subject', 'to', 'certain', 'performance', 'thresholds', ',', 'as', 'well', 'as', 'applicable', 'related', 'dividend', 'equivalent', 'amounts', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,"['The', 'Company', 'paid', '$', '171.1', 'million', 'in', 'cash', ',', 'which', 'includes', 'preliminary', 'working', 'capital', 'adjustments', 'of', '$', '30.0', 'million', ',', 'and', 'issued', '4.4', 'million', 'unregistered', 'shares', 'valued', 'at', '$', '127.8', 'million', 'based', 'upon', 'the', 'stock', 'price', 'of', 'the', 'Company', 'at', 'the', 'date', 'of', 'the', 'acquisition', '.']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,"['As', 'of', 'June', '30', ',', '2019', ',', 'there', 'were', '112,701', 'Series', 'A', 'Preferred', 'Units', 'outstanding', ',', 'with', 'an', 'embedded', 'derivative', 'value', 'of', '$', '4.1', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7,"['The', 'Company', 'issued', 'approximately', '1.0', 'million', 'shares', 'of', 'common', 'stock', 'as', 'consideration', 'for', 'the', 'acquisition', 'of', 'Genoptix', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8,"['The', 'Merger', 'was', 'effected', 'through', 'the', 'issuance', 'of', '100', 'million', 'shares', 'of', 'the', 'Company', ""'s"", 'common', 'stock', ',', 'with', 'a', 'fair', 'value', 'of', '$', '484.0', 'million', 'on', 'the', 'date', 'of', 'closing', ',', 'and', 'the', 'repayment', 'of', '$', '53.9', 'million', 'of', 'Fifth', 'Creek', 'debt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"['Business', 'combinations', 'Singular', 'Bio', 'In', 'June', '2019', ',', 'we', 'acquired', '100', '%', 'of', 'the', 'fully', 'diluted', 'equity', 'of', 'Singular', 'Bio', ',', 'a', 'privately', 'held', 'company', 'developing', 'single', 'molecule', 'detection', 'technology', ',', 'for', 'approximately', '$', '57.3', 'million', ',', 'comprised', 'of', '$', '53.9', 'million', 'in', 'the', 'form', 'of', '2.5', 'million', 'shares', 'of', 'our', 'common', 'stock', 'and', 'the', 'remainder', 'in', 'cash', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
