sentence,real_label,pred_label
['For'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['incurred'],O,O
['interest'],O,O
['expense'],O,O
['of'],O,O
['$'],O,O
['5.3'],B-InterestExpenseDebt,B-InterestExpenseDebt
['million'],O,O
['and'],O,O
['$'],O,O
['10.5'],B-InterestExpenseDebt,B-InterestExpenseDebt
['million'],O,O
"[',']",O,O
['which'],O,O
['includes'],O,O
['amortization'],O,O
['of'],O,O
['original'],O,O
['issue'],O,O
['discount'],O,O
['of'],O,O
['$'],O,O
['3.3'],O,O
['million'],O,O
['and'],O,O
['$'],O,O
['6.5'],O,O
['million'],O,O
"[',']",O,O
['and'],O,O
['debt'],O,O
['issuance'],O,O
['costs'],O,O
['of'],O,O
['$'],O,O
['0.8'],B-AmortizationOfFinancingCosts,B-AmortizationOfFinancingCosts
['million'],O,O
['and'],O,O
['$'],O,O
['1.7'],B-AmortizationOfFinancingCosts,B-AmortizationOfFinancingCosts
['million'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['Amortization'],O,O
['of'],O,O
['deferred'],O,O
['financing'],O,O
['fees'],O,O
['is'],O,O
['recorded'],O,O
['in'],O,O
['interest'],O,O
['expense'],O,O
['and'],O,O
['was'],O,O
['approximately'],O,O
['$'],O,O
['0.1'],B-AmortizationOfFinancingCosts,B-AmortizationOfFinancingCosts
['million'],O,O
['.'],O,O
,,
['Interest'],O,O
['expense'],O,O
['associated'],O,O
['with'],O,O
['the'],O,O
['amortization'],O,O
['of'],O,O
['the'],O,O
['debt'],O,O
['issuance'],O,O
['costs'],O,O
['and'],O,O
['original'],O,O
['issue'],O,O
['discounts'],O,O
['recognized'],O,O
['in'],O,O
['the'],O,O
['Company'],O,O
"[""'s""]",O,O
['condensed'],O,O
['consolidated'],O,O
['statements'],O,O
['of'],O,O
['income'],O,O
['('],O,O
['loss'],O,O
[')'],O,O
['consist'],O,O
['of'],O,O
['the'],O,O
['following'],O,O
[':'],O,O
['Included'],O,O
['in'],O,O
['the'],O,O
['table'],O,O
['above'],O,O
"[',']",O,O
['is'],O,O
['the'],O,O
['amortization'],O,O
['of'],O,O
['debt'],O,O
['issuance'],O,O
['costs'],O,O
['on'],O,O
['the'],O,O
['revolver'],O,O
"[',']",O,O
['which'],O,O
['are'],O,O
['$'],O,O
['19'],B-AmortizationOfFinancingCosts,B-AmortizationOfFinancingCosts
['million'],O,O
['at'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['are'],O,O
['recorded'],O,O
['in'],O,O
"['""']",O,O
['Other'],O,O
['assets'],O,O
"['""']",O,O
['in'],O,O
['the'],O,O
['condensed'],O,O
['consolidated'],O,O
['balance'],O,O
['sheets'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['recorded'],O,O
['charges'],O,O
['related'],O,O
['to'],O,O
['amortization'],O,O
['of'],O,O
['debt'],O,O
['issuance'],O,O
['costs'],O,O
"[',']",O,O
['which'],O,O
['are'],O,O
['included'],O,O
['in'],O,O
['interest'],O,O
['expense'],O,O
"[',']",O,O
['of'],O,O
['$'],O,O
['0.2'],B-AmortizationOfFinancingCosts,B-AmortizationOfFinancingCosts
['million'],O,O
['and'],O,O
['$'],O,O
['0.6'],B-AmortizationOfFinancingCosts,B-AmortizationOfFinancingCosts
['million'],O,O
['for'],O,O
['the'],O,O
