sentence,real_label,pred_label
['In'],O,O
['addition'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['purchased'],O,O
['software'],O,O
['development'],O,O
['services'],O,O
['pursuant'],O,O
['to'],O,O
['a'],O,O
['technology'],O,O
['services'],O,O
['agreement'],O,O
['with'],O,O
['Dev'],O,O
['Factory'],O,O
['FZ'],O,O
['-'],O,O
['LLC'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
['totaling'],O,O
['$'],O,O
['1.2'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['$'],O,O
['0.8'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['for'],O,O
['the'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
['were'],O,O
['approximately'],O,O
['$'],O,O
['3.7'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['$'],O,O
['2.4'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['During'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['OMP'],O,O
['made'],O,O
['capital'],O,O
['contributions'],O,O
['to'],O,O
['Bobcat'],O,O
['Dev'],O,O
['Co'],O,O
['pursuant'],O,O
['to'],O,O
['the'],O,O
['2019'],O,O
['Capital'],O,O
['Expenditures'],O,O
['Arrangement'],O,O
['of'],O,O
['$'],O,O
['35.8'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['$'],O,O
['52.8'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['For'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['revenue'],O,O
['from'],O,O
['Hertz'],O,O
['was'],O,O
['$'],O,O
['12'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['$'],O,O
['6'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['The'],O,O
['final'],O,O
['payment'],O,O
['under'],O,O
['the'],O,O
['agreement'],O,O
['of'],O,O
['$'],O,O
['16'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['was'],O,O
['made'],O,O
['during'],O,O
['the'],O,O
['third'],O,O
['quarter'],O,O
['of'],O,O
['2019'],O,O
"[',']",O,O
['with'],O,O
['no'],O,O
['remaining'],O,O
['liability'],O,O
['outstanding'],O,O
['as'],O,O
['of'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['.'],O,O
,,
['M'],O,O
['&'],O,O
['T'],O,O
['Bank'],O,O
['provides'],O,O
['credit'],O,O
['extension'],O,O
['for'],O,O
['routine'],O,O
['purchases'],O,O
"[',']",O,O
['which'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['March'],O,O
['28'],O,O
"[',']",O,O
['2020'],O,O
['totaled'],O,O
['$'],O,O
"['4,220']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['and'],O,O
['$'],O,O
"['8,794']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['We'],O,O
['recognized'],O,O
['rental'],O,O
['income'],O,O
['payable'],O,O
['by'],O,O
['Five'],O,O
['Star'],O,O
['of'],O,O
['$'],O,O
"['33,400']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['and'],O,O
['$'],O,O
"['51,692']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['for'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
"['72,713']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['and'],O,O
['$'],O,O
"['103,450']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['for'],O,O
['the'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['All'],O,O
['fees'],O,O
['will'],O,O
['be'],O,O
['due'],O,O
['within'],O,O
['30'],O,O
['days'],O,O
['after'],O,O
['the'],O,O
['effective'],O,O
['date'],O,O
['of'],O,O
['the'],O,O
['termination'],O,O
['of'],O,O
['the'],O,O
['Second'],O,O
['A'],O,O
['&'],O,O
['R'],O,O
['Advisory'],O,O
['Agreement'],O,O
['.'],O,O
['Upon'],O,O
['a'],O,O
['termination'],O,O
['by'],O,O
['either'],O,O
['party'],O,O
['in'],O,O
['connection'],O,O
['with'],O,O
['a'],O,O
['change'],O,O
['of'],O,O
['control'],O,O
['('],O,O
['as'],O,O
['defined'],O,O
['in'],O,O
['the'],O,O
['Second'],O,O
['A'],O,O
['&'],O,O
['R'],O,O
['Advisory'],O,O
['Agreement'],O,O
[')'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['would'],O,O
['pay'],O,O
['the'],O,O
['Advisor'],O,O
['a'],O,O
['change'],O,O
['of'],O,O
['control'],O,O
['fee'],O,O
['equal'],O,O
['to'],O,O
['the'],O,O
['product'],O,O
['of'],O,O
['four'],O,O
['('],O,O
['4'],O,O
[')'],O,O
['and'],O,O
['the'],O,O
['“'],O,O
['Subject'],O,O
['Fees'],O,O
['.'],O,O
['”'],O,O
['34'],O,O
['Table'],O,O
['of'],O,O
['Contents'],O,O
['HEALTHCARE'],O,O
['TRUST'],O,O
"[',']",O,O
['INC'],O,O
['.'],O,O
['AND'],O,O
['SUBSIDIARIES'],O,O
['NOTES'],O,O
['TO'],O,O
['CONSOLIDATED'],O,O
['FINANCIAL'],O,O
['STATEMENTS'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['('],O,O
['Unaudited'],O,O
[')'],O,O
['Upon'],O,O
['a'],O,O
['termination'],O,O
['by'],O,O
['the'],O,O
['Company'],O,O
['in'],O,O
['connection'],O,O
['with'],O,O
['transition'],O,O
['to'],O,O
['self'],O,O
['-'],O,O
['management'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['would'],O,O
['pay'],O,O
['the'],O,O
['Advisor'],O,O
['a'],O,O
['transition'],O,O
['fee'],O,O
['equal'],O,O
['to'],O,O
['('],O,O
['i'],O,O
[')'],O,O
['$'],O,O
['15.0'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['plus'],O,O
['('],O,O
['ii'],O,O
[')'],O,O
['the'],O,O
['product'],O,O
['of'],O,O
['four'],O,O
['multiplied'],O,O
['by'],O,O
['the'],O,O
['Subject'],O,O
['Fees'],O,O
"[',']",O,O
['provided'],O,O
['that'],O,O
['the'],O,O
['transition'],O,O
['fee'],O,O
['shall'],O,O
['not'],O,O
['exceed'],O,O
['an'],O,O
['amount'],O,O
['equal'],O,O
['('],O,O
['i'],O,O
[')'],O,O
['4.5'],O,O
['multiplied'],O,O
['by'],O,O
['('],O,O
['ii'],O,O
[')'],O,O
['the'],O,O
['Subject'],O,O
['Fees'],O,O
['.'],O,O
['The'],O,O
['Subject'],O,O
['Fees'],O,O
['are'],O,O
['equal'],O,O
['to'],O,O
['('],O,O
['i'],O,O
[')'],O,O
['the'],O,O
['product'],O,O
['of'],O,O
['four'],O,O
['multiplied'],O,O
['by'],O,O
['the'],O,O
['actual'],O,O
['base'],O,O
['management'],O,O
['fee'],O,O
['plus'],O,O
['('],O,O
['ii'],O,O
[')'],O,O
['the'],O,O
['product'],O,O
['of'],O,O
['four'],O,O
['multiplied'],O,O
['by'],O,O
,,
['For'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['the'],O,O
['charges'],O,O
['associated'],O,O
['with'],O,O
['these'],O,O
['agreements'],O,O
['totaled'],O,O
['approximately'],O,O
['$'],O,O
['76'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['$'],O,O
['224'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['respectively'],O,O
"[',']",O,O
['of'],O,O
['which'],O,O
['$'],O,O
['24'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['$'],O,O
['69'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['were'],O,O
['eliminated'],O,O
['in'],O,O
['consolidation'],O,O
['at'],O,O
['NEE'],O,O
['.'],O,O
,,
['For'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['$'],O,O
['2'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['$'],O,O
['2'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['was'],O,O
['allocated'],O,O
['to'],O,O
['the'],O,O
['Investment'],O,O
['Funds'],O,O
['based'],O,O
['on'],O,O
['this'],O,O
['expense'],O,O
['-'],O,O
['sharing'],O,O
['arrangement'],O,O
['and'],O,O
['for'],O,O
['the'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['such'],O,O
['allocation'],O,O
['was'],O,O
['$'],O,O
['5'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['$'],O,O
['2'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['paid'],O,O
['approximately'],O,O
['$'],O,O
['1.6'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['approximately'],O,O
['$'],O,O
['4.1'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['in'],O,O
['insurance'],O,O
['premiums'],O,O
['to'],O,O
['this'],O,O
['insurance'],O,O
['provider'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['paid'],O,O
['approximately'],O,O
['$'],O,O
['3.0'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['approximately'],O,O
['$'],O,O
['6.3'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['Lease'],O,O
['payments'],O,O
['under'],O,O
['these'],O,O
['operating'],O,O
['leases'],O,O
['totaled'],O,O
['$'],O,O
['1.2'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['.'],O,O
,,
['For'],O,O
['his'],O,O
['services'],O,O
"[',']",O,O
['Mr.'],O,O
['Davis'],O,O
['was'],O,O
['compensated'],O,O
['$'],O,O
"['5,000']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['per'],O,O
['month'],O,O
['through'],O,O
['June'],O,O
['26'],O,O
"[',']",O,O
['2019'],O,O
['when'],O,O
['his'],O,O
['contract'],O,O
['was'],O,O
['amended'],O,O
['to'],O,O
['extend'],O,O
['its'],O,O
['term'],O,O
['for'],O,O
['one'],O,O
['year'],O,O
['and'],O,O
['reduce'],O,O
['his'],O,O
['scope'],O,O
['of'],O,O
['services'],O,O
['and'],O,O
['compensation'],O,O
['to'],O,O
['$'],O,O
"['1,000']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['per'],O,O
['month'],O,O
['.'],O,O
,,
['We'],O,O
['paid'],O,O
['Moss'],O,O
['&'],O,O
['Associates'],O,O
['LLC'],O,O
['$'],O,O
['0'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['and'],O,O
['$'],O,O
['124'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['for'],O,O
['construction'],O,O
['services'],O,O
['performed'],O,O
['during'],O,O
['the'],O,O
['quarters'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['On'],O,O
['April'],O,O
['9'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['PNMR'],O,O
['Development'],O,O
['deposited'],O,O
['$'],O,O
['68.2'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['with'],O,O
['PNM'],O,O
['related'],O,O
['to'],O,O
['potential'],O,O
['transmission'],O,O
['network'],O,O
['interconnections'],O,O
"[',']",O,O
['which'],O,O
['was'],O,O
['classified'],O,O
['as'],O,O
['a'],O,O
['cash'],O,O
['inflow'],O,O
['from'],O,O
['financing'],O,O
['activities'],O,O
['on'],O,O
['PNM'],O,O
['’'],O,O
['s'],O,O
['Condensed'],O,O
['Consolidated'],O,O
['Statements'],O,O
['of'],O,O
['Cash'],O,O
['Flows'],O,O
['in'],O,O
['the'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
['.'],O,O
,,
['In'],O,O
['connection'],O,O
['with'],O,O
['the'],O,O
['investment'],O,O
"[',']",O,O
['Vikram'],O,O
['S.'],O,O
['Pandit'],O,O
"[',']",O,O
['Chairman'],O,O
['and'],O,O
['CEO'],O,O
['of'],O,O
['The'],O,O
['Orogen'],O,O
['Group'],O,O
['LLC'],O,O
['('],O,O
['an'],O,O
['affiliate'],O,O
['of'],O,O
['the'],O,O
['Purchaser'],O,O
[')'],O,O
"[',']",O,O
['was'],O,O
['appointed'],O,O
['to'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['Board'],O,O
['of'],O,O
['Directors'],O,O
['.'],O,O
['During'],O,O
['the'],O,O
['quarter'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['reimbursed'],O,O
['$'],O,O
['35'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['to'],O,O
['The'],O,O
['Orogen'],O,O
['Group'],O,O
['LLC'],O,O
['in'],O,O
['connection'],O,O
['with'],O,O
['legal'],O,O
['costs'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['entered'],O,O
['into'],O,O
['a'],O,O
['service'],O,O
['agreement'],O,O
['on'],O,O
['June'],O,O
['1'],O,O
"[',']",O,O
['2017'],O,O
['with'],O,O
['its'],O,O
['joint'],O,O
['venture'],O,O
['pursuant'],O,O
['to'],O,O
['which'],O,O
['it'],O,O
['had'],O,O
['expenses'],O,O
['of'],O,O
['$'],O,O
"['1,261']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['and'],O,O
['$'],O,O
"['4,006']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
"['1,277']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['and'],O,O
['$'],O,O
"['3,725']",I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['that'],O,O
['are'],O,O
['included'],O,O
['in'],O,O
['general'],O,O
"[',']",O,O
['administrative'],O,O
['and'],O,O
['other'],O,O
['expenses'],O,O
['in'],O,O
['the'],O,O
['Condensed'],O,O
['Consolidated'],O,O
['Statements'],O,O
['of'],O,O
['Income'],O,O
['.'],O,O
,,
['The'],O,O
['revenues'],O,O
['disbursed'],O,O
['to'],O,O
['such'],O,O
['Related'],O,O
['Party'],O,O
['Working'],O,O
['Interest'],O,O
['Owners'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['totaled'],O,O
['$'],O,O
['1.4'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['$'],O,O
