sentence,real_label,pred_label
"[""'s""]",O,O
['prime'],O,O
['rate'],O,O
"[',']",O,O
['('],O,O
['ii'],O,O
[')'],O,O
['the'],O,O
['one'],O,O
['-'],O,O
['month'],O,O
['Adjusted'],O,O
['Eurodollar'],O,O
['Rate'],O,O
['('],O,O
['as'],O,O
['defined'],O,O
['in'],O,O
['the'],O,O
['Eureka'],O,O
['Credit'],O,O
['Facility'],O,O
['credit'],O,O
['agreement'],O,O
[')'],O,O
['plus'],O,O
['1.0'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['or'],O,O
['('],O,O
['iii'],O,O
[')'],O,O
['the'],O,O
['Federal'],O,O
['Funds'],O,O
['effective'],O,O
['rate'],O,O
['plus'],O,O
['0.5'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['per'],O,O
['annum'],O,O
[';'],O,O
['plus'],O,O
['the'],O,O
['Applicable'],O,O
['Margin'],O,O
"[',']",O,O
['as'],O,O
['described'],O,O
['below'],O,O
['.'],O,O
,,
['The'],O,O
['weighted'],O,O
['average'],O,O
['interest'],O,O
['rates'],O,O
['on'],O,O
['total'],O,O
['short'],O,O
['-'],O,O
['term'],O,O
['debt'],O,O
['at'],O,O
['SoCalGas'],O,O
['were'],O,O
['2.03'],O,O
['percent'],O,O
['and'],O,O
['1.64'],O,O
['percent'],O,O
['at'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
['and'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2017'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
['LONG'],O,O
['-'],O,O
['TERM'],O,O
['DEBT'],O,O
['Sempra'],O,O
['Energy'],O,O
['On'],O,O
['January'],O,O
['12'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['we'],O,O
['issued'],O,O
['the'],O,O
['following'],O,O
['debt'],O,O
['securities'],O,O
['and'],O,O
['received'],O,O
['net'],O,O
['proceeds'],O,O
['of'],O,O
['$'],O,O
['4.9'],O,O
['billion'],O,O
['('],O,O
['after'],O,O
['deducting'],O,O
['discounts'],O,O
['and'],O,O
['debt'],O,O
['issuance'],O,O
['costs'],O,O
['of'],O,O
['$'],O,O
['68'],O,O
['million'],O,O
[')'],O,O
[':'],O,O
['('],O,O
['1'],O,O
[')'],O,O
['Bears'],O,O
['interest'],O,O
['at'],O,O
['a'],O,O
['rate'],O,O
['per'],O,O
['annum'],O,O
['equal'],O,O
['to'],O,O
['the'],O,O
['3'],O,O
['-'],O,O
['month'],O,O
['LIBOR'],O,O
['rate'],O,O
"[',']",O,O
['plus'],O,O
['25'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['bps'],O,O
['.'],O,O
,,
['Borrowings'],O,O
['under'],O,O
['the'],O,O
['2018'],O,O
['Credit'],O,O
['Facility'],O,O
['bear'],O,O
['interest'],O,O
"[',']",O,O
['at'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['option'],O,O
"[',']",O,O
['at'],O,O
['a'],O,O
['rate'],O,O
['equal'],O,O
['to'],O,O
['either'],O,O
['('],O,O
['a'],O,O
[')'],O,O
['the'],O,O
['LIBOR'],O,O
['rate'],O,O
['('],O,O
['except'],O,O
['that'],O,O
['if'],O,O
['LIBOR'],O,O
['is'],O,O
['less'],O,O
['than'],O,O
['zero'],O,O
['it'],O,O
['shall'],O,O
['be'],O,O
['deemed'],O,O
['to'],O,O
['be'],O,O
['zero'],O,O
['for'],O,O
['purposes'],O,O
['of'],O,O
['the'],O,O
['2018'],O,O
['Credit'],O,O
['Facility'],O,O
[')'],O,O
"[',']",O,O
['or'],O,O
['LIBOR'],O,O
['successor'],O,O
['rate'],O,O
"[',']",O,O
['plus'],O,O
['an'],O,O
['applicable'],O,O
['margin'],O,O
['ranging'],O,O
['from'],O,O
['1.00'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['to'],O,O
['1.95'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['per'],O,O
['annum'],O,O
"[',']",O,O
['based'],O,O
['upon'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['net'],O,O
['leverage'],O,O
['ratio'],O,O
['and'],O,O
['EBITDA'],O,O
['for'],O,O
['each'],O,O
['of'],O,O
['the'],O,O
['two'],O,O
['most'],O,O
['recently'],O,O
['ended'],O,O
['four'],O,O
['-'],O,O
['quarter'],O,O
['measurement'],O,O
['periods'],O,O
"[',']",O,O
['or'],O,O
['('],O,O
['b'],O,O
[')'],O,O
['the'],O,O
['Base'],O,O
['Rate'],O,O
"[',']",O,O
['generally'],O,O
['the'],O,O
['prime'],O,O
['lending'],O,O
['rate'],O,O
"[',']",O,O
['plus'],O,O
['an'],O,O
['applicable'],O,O
['margin'],O,O
['ranging'],O,O
['from'],O,O
['0.00'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['to'],O,O
['0.95'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
"[',']",O,O
['based'],O,O
['upon'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['net'],O,O
['leverage'],O,O
