sentence,real_label,pred_label
['The'],O,O
['operating'],O,O
['expenses'],O,O
['and'],O,O
['capital'],O,O
['costs'],O,O
['billed'],O,O
['from'],O,O
['KCP'],O,O
['&'],O,O
['L'],O,O
['to'],O,O
['GMO'],O,O
['were'],O,O
['$'],O,O
['42.2'],B-RelatedPartyTransactionAmountsOfTransaction,B-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['$'],O,O
['84.2'],B-RelatedPartyTransactionAmountsOfTransaction,B-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['and'],O,O
['year'],O,O
['to'],O,O
['date'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['For'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['total'],O,O
['reimbursement'],O,O
['expenses'],O,O
['for'],O,O
['administrative'],O,O
['and'],O,O
['personnel'],O,O
['services'],O,O
['provided'],O,O
['by'],O,O
['the'],O,O
['Advisor'],O,O
['were'],O,O
['$'],O,O
['1.1'],B-RelatedPartyTransactionAmountsOfTransaction,B-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['.'],O,O
,,
['We'],O,O
['paid'],O,O
['BBI'],O,O
['$'],O,O
"['311,000']",B-RelatedPartyTransactionAmountsOfTransaction,B-RelatedPartyTransactionAmountsOfTransaction
['in'],O,O
['the'],O,O
['first'],O,O
['nine'],O,O
['months'],O,O
['of'],O,O
['2019'],O,O
['and'],O,O
['$'],O,O
"['233,000']",B-RelatedPartyTransactionAmountsOfTransaction,B-RelatedPartyTransactionAmountsOfTransaction
['in'],O,O
['the'],O,O
['first'],O,O
['nine'],O,O
['months'],O,O
['of'],O,O
['2018'],O,O
['for'],O,O
['fuel'],O,O
"[',']",O,O
['tires'],O,O
['and'],O,O
['related'],O,O
['services'],O,O
['.'],O,O
,,
['Upon'],O,O
['execution'],O,O
['of'],O,O
['the'],O,O
['commitment'],O,O
['letter'],O,O
"[',']",O,O
['we'],O,O
['paid'],O,O
['CP'],O,O
['a'],O,O
['non'],O,O
['-'],O,O
['refundable'],O,O
['commitment'],O,O
['fee'],O,O
['of'],O,O
['$'],O,O
"['200,000']",B-RelatedPartyTransactionAmountsOfTransaction,B-RelatedPartyTransactionAmountsOfTransaction
"[',']",O,O
['and'],O,O
['agreed'],O,O
['to'],O,O
['reimburse'],O,O
['CP'],O,O
['for'],O,O
['all'],O,O
['reasonable'],O,O
['out'],O,O
['-'],O,O
['of'],O,O
['-'],O,O
['pocket'],O,O
['costs'],O,O
['and'],O,O
['expenses'],O,O
"[',']",O,O
['including'],O,O
['reasonable'],O,O
['legal'],O,O
['fees'],O,O
"[',']",O,O
['whether'],O,O
['or'],O,O
['not'],O,O
['the'],O,O
['loan'],O,O
['was'],O,O
['funded'],O,O
['.'],O,O
,,
['Payments'],O,O
['made'],O,O
['to'],O,O
['the'],O,O
['NRA'],O,O
['in'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['28'],O,O
"[',']",O,O
['2019'],O,O
['totaled'],O,O
['$'],O,O
['0.4'],B-RelatedPartyTransactionAmountsOfTransaction,B-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
['and'],O,O
['$'],O,O
['0.7'],B-RelatedPartyTransactionAmountsOfTransaction,B-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['During'],O,O
['the'],O,O
['three'],O,O
['month'],O,O
['periods'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['also'],O,O
['obtained'],O,O
['and'],O,O
['paid'],O,O
['legal'],O,O
['services'],O,O
['totaling'],O,O
['six'],B-RelatedPartyTransactionAmountsOfTransaction,B-RelatedPartyTransactionAmountsOfTransaction
['thousand'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['two'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['hundred'],I-RelatedPartyTransactionAmountsOfTransaction,I-RelatedPartyTransactionAmountsOfTransaction
['and'],O,O
['$'],O,O
['0.2'],B-RelatedPartyTransactionAmountsOfTransaction,B-RelatedPartyTransactionAmountsOfTransaction
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['to'],O,O
['Segal'],O,O
['McCambridge'],O,O
['Singer'],O,O
['&'],O,O
['Mahoney'],O,O
"[',']",O,O
['a'],O,O
['firm'],O,O
['for'],O,O
['which'],O,O
['the'],O,O
['brother'],O,O
['-'],O,O
['in'],O,O
['-'],O,O
['law'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['Executive'],O,O
['Vice'],O,O
['President'],O,O
"[',']",O,O
['General'],O,O
['Counsel'],O,O
['and'],O,O
['Secretary'],O,O
['is'],O,O
['a'],O,O
['shareholder'],O,O
['.'],O,O
,,
['In'],O,O
['addition'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['reimbursed'],O,O
['Loews'],O,O
['for'],O,O
['general'],O,O
['corporate'],O,O
['services'],O,O
['and'],O,O
['related'],O,O
['travel'],O,O
['expenses'],O,O
['of'],O,O
['$'],O,O
['1'],B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty
['million'],O,O
['and'],O,O
['less'],O,O
['than'],O,O
['$'],O,O
['1'],B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty
['million'],O,O
['for'],O,O
['the'],O,O
['years'],O,O
['ended'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['incurred'],O,O
['$'],O,O
"['38,000']",B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty
['and'],O,O
['$'],O,O
['0.2'],B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty
['million'],O,O
['of'],O,O
['acquisition'],O,O
['expenses'],O,O
['and'],O,O
['related'],O,O
['cost'],O,O
['reimbursements'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['0.1'],B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty
['million'],O,O
['and'],O,O
['$'],O,O
['0.2'],B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,B-RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty
['million'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
['Asset'],O,O
['Management'],O,O
['Fees'],O,O
['and'],O,O
['Variable'],O,O
['Management'],O,O
['/'],O,O
