sentence,real_label,pred_label
['Credit'],O,O
['Facility'],O,O
['('],O,O
['2'],O,O
[')'],O,O
['At'],O,O
['the'],O,O
['option'],O,O
['of'],O,O
['the'],O,O
['borrowers'],O,O
"[',']",O,O
['loans'],O,O
['under'],O,O
['the'],O,O
['AB'],O,O
['Credit'],O,O
['Facility'],O,O
['initially'],O,O
['bear'],O,O
['interest'],O,O
['at'],O,O
['an'],O,O
['annual'],O,O
['rate'],O,O
['equal'],O,O
['to'],O,O
['('],O,O
['i'],O,O
[')'],O,O
['2.00'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['plus'],O,O
['LIBOR'],O,O
['or'],O,O
['('],O,O
['ii'],O,O
[')'],O,O
['1.00'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['plus'],O,O
['a'],O,O
['base'],O,O
['rate'],O,O
"[',']",O,O
['subject'],O,O
['to'],O,O
['a'],O,O
['0.50'],O,O
['%'],O,O
['step'],O,O
['-'],O,O
['down'],O,O
['based'],O,O
['on'],O,O
['the'],O,O
['previous'],O,O
['quarter'],O,O
['’'],O,O
['s'],O,O
['excess'],O,O
['availability'],O,O
['.'],O,O
,,
['Japanese'],O,O
['TIBOR'],O,O
['at'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['was'],O,O
['0.13'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['.'],O,O
,,
['Borrowings'],O,O
['under'],O,O
['the'],O,O
['Credit'],O,O
['Facility'],O,O
['bear'],O,O
['interest'],O,O
['at'],O,O
['a'],O,O
['rate'],O,O
['equal'],O,O
['to'],O,O
"[',']",O,O
['at'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['option'],O,O
"[',']",O,O
['either'],O,O
['('],O,O
['1'],O,O
[')'],O,O
['LIBOR'],O,O
['determined'],O,O
['by'],O,O
['reference'],O,O
['to'],O,O
['the'],O,O
['costs'],O,O
['of'],O,O
['funds'],O,O
['for'],O,O
['U.S.'],O,O
['dollar'],O,O
['deposits'],O,O
['for'],O,O
['the'],O,O
['interest'],O,O
['period'],O,O
['relevant'],O,O
['to'],O,O
['such'],O,O
['borrowing'],O,O
"[',']",O,O
['adjusted'],O,O
['for'],O,O
['certain'],O,O
['additional'],O,O
['costs'],O,O
['and'],O,O
['subject'],O,O
['to'],O,O
['a'],O,O
['floor'],O,O
['of'],O,O
['0.00'],O,O
['%'],O,O
['or'],O,O
['('],O,O
['2'],O,O
[')'],O,O
['a'],O,O
['base'],O,O
['rate'],O,O
['determined'],O,O
['by'],O,O
['reference'],O,O
['to'],O,O
['the'],O,O
['greatest'],O,O
['of'],O,O
['the'],O,O
['federal'],O,O
['funds'],O,O
['rate'],O,O
['plus'],O,O
['0.50'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
"[',']",O,O
['the'],O,O
['prime'],O,O
['rate'],O,O
['as'],O,O
['determined'],O,O
['by'],O,O
['the'],O,O
['Agent'],O,O
"[',']",O,O
['the'],O,O
['one'],O,O
['-'],O,O
['month'],O,O
['LIBOR'],O,O
['rate'],O,O
['plus'],O,O
['1.00'],B-DebtInstrumentBasisSpreadOnVariableRate1,B-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
"[',']",O,O
['and'],O,O
['subject'],O,O
['to'],O,O
['a'],O,O
['floor'],O,O
['of'],O,O
['1.00'],O,O
['%'],O,O
"[',']",O,O
['in'],O,O
['each'],O,O
['case'],O,O
['plus'],O,O
['an'],O,O
['applicable'],O,O
['margin'],O,O
['.'],O,O
,,
['3'],O,O
['('],O,O
['the'],O,O
['“'],O,O
['Amendment'],O,O
['”'],O,O
[')'],O,O
['to'],O,O
['the'],O,O
['Second'],O,O
['Amended'],O,O
['and'],O,O
['Restated'],O,O
['Revolving'],O,O
['Loan'],O,O
['Credit'],O,O
['Agreement'],O,O
['('],O,O
['the'],O,O
['“'],O,O
['ABL'],O,O
['Facility'],O,O
['”'],O,O
[')'],O,O
"[',']",O,O
['by'],O,O
['and'],O,O
['among'],O,O
['the'],O,O
['Company'],O,O
"[',']",O,O
['certain'],O,O
['subsidiaries'],O,O
['signatory'],O,O
['thereto'],O,O
"[',']",O,O
['the'],O,O
['lenders'],O,O
['party'],O,O
['thereto'],O,O
['and'],O,O
['Morgan'],O,O
['Stanley'],O,O
['Senior'],O,O
['Funding'],O,O
"[',']",O,O
['Inc.'],O,O
"[',']",O,O
['in'],O,O
['its'],O,O
['capacity'],O,O
['as'],O,O
['agent'],O,O
['.'],O,O
['The'],O,O
['Amendment'],O,O
['amends'],O,O
['the'],O,O
['ABL'],O,O
['Facility'],O,O
['to'],O,O
"[',']",O,O
['among'],O,O
['other'],O,O
['things'],O,O
[':'],O,O
['('],O,O
['i'],O,O
[')'],O,O
['extend'],O,O
['the'],O,O
['maturity'],O,O
['date'],O,O
['thereof'],O,O
['to'],O,O
['April'],O,O
['30'],O,O
"[',']",O,O
['2024'],O,O
['('],O,O
['subject'],O,O
"[',']",O,O
['in'],O,O
['certain'],O,O
['circumstances'],O,O
"[',']",O,O
['to'],O,O
['a'],O,O
['springing'],O,O
['maturity'],O,O
['if'],O,O
['more'],O,O
['than'],O,O
['$'],O,O
['200'],O,O
['million'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['6.50'],B-DebtInstrumentInterestRateStatedPercentage,B-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['senior'],O,O
['notes'],O,O
['due'],O,O
['2022'],O,O
['('],O,O
['“'],O,O
['Senior'],O,O
['Notes'],O,O
['due'],O,O
['2022'],O,O
['”'],O,O
[')'],O,O
"[',']",O,O
['6.125'],B-DebtInstrumentInterestRateStatedPercentage,B-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['senior'],O,O
['notes'],O,O
['due'],O,O
['2023'],O,O
['or'],O,O
['certain'],O,O
['refinancings'],O,O
['thereof'],O,O
['remain'],O,O
['outstanding'],O,O
['91'],O,O
['days'],O,O
['prior'],O,O
['to'],O,O
['their'],O,O
['respective'],O,O
['maturity'],O,O
[')'],O,O
[';'],O,O
['('],O,O
