,tokens,ner_tags
0,"['The', 'contract', 'intangible', 'assets', 'are', 'amortized', 'on', 'a', 'straight', 'line', 'basis', 'with', 'useful', 'lives', 'ranging', 'from', '11', 'years', 'to', '14', 'years', ',', 'which', 'is', 'based', 'on', 'the', 'remaining', 'number', 'of', 'years', 'the', 'assets', 'are', 'expected', 'to', 'economically', 'contribute', 'to', 'the', 'business', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['The', 'gaming', 'license', 'is', 'an', 'indefinite', '-', 'lived', 'intangible', 'asset', 'and', 'the', 'customer', 'lists', 'and', 'trade', 'name', 'acquired', ',', 'both', 'of', 'which', 'comprise', 'other', 'intangible', 'assets', 'above', ',', 'are', 'amortized', 'over', 'their', 'estimated', 'useful', 'lives', 'of', 'approximately', 'four', 'and', 'five', 'years', ',', 'respectively', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
2,"['Goodwill', 'recognized', 'in', 'this', 'transaction', 'is', 'primarily', 'attributable', 'to', 'synergies', 'expected', 'to', 'arise', 'after', 'the', 'acquisition', 'and', 'the', 'assembled', 'workforce', 'of', 'Winchester', ',', 'and', 'is', 'not', 'deductible', 'for', 'tax', 'purposes', '.', 'The', 'purchase', 'price', 'and', 'related', 'allocation', 'are', 'preliminary', 'and', 'could', 'be', 'revised', 'as', 'a', 'result', 'of', 'adjustments', 'made', 'to', 'the', 'purchase', 'price', ',', 'additional', 'information', 'obtained', 'regarding', 'liabilities', 'assumed', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'contingent', 'liabilities', ',', 'revisions', 'of', 'provisional', 'estimates', 'of', 'fair', 'values', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'the', 'completion', 'of', 'independent', 'appraisals', 'and', 'valuations', 'related', 'to', 'property', ',', 'plant', 'and', 'equipment', 'and', 'intangible', 'assets', ',', 'and', 'certain', 'tax', 'attributes', '.', 'The', 'pro', 'forma', 'effects', 'of', 'this', 'acquisition', 'would', 'not', 'materially', 'impact', 'the', 'Company', '’', 's', 'reported', 'results', 'for', 'any', 'period', 'presented', ',', 'and', 'as', 'a', 'result', 'no', 'pro', 'forma', 'financial', 'statements', 'were', 'presented', '.', 'Acquisition', 'of', 'KUM', 'On', 'June', '14', ',', '2018', ',', 'Aptiv', 'acquired', '100', '%', 'of', 'the', 'equity', 'interests', 'of', 'KUM', ',', 'a', 'specialized', 'manufacturer', 'of', 'connectors', 'for', 'the', 'automotive', 'industry', ',', 'for', 'total', 'consideration', 'of', '$', '526', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
3,"['93QUANTA', 'SERVICES', ',', 'INC', '.', 'AND', 'SUBSIDIARIES', 'NOTES', 'TO', 'CONSOLIDATED', 'FINANCIAL', 'STATEMENTS', '-', '(', 'Continued', ')', 'Additionally', ',', 'revenues', 'of', 'approximately', '$', '68.5', 'million', 'and', 'a', 'loss', 'from', 'continuing', 'operations', 'before', 'income', 'taxes', 'of', 'approximately', '$', '5.6', 'million', ',', 'which', 'included', '$', '0.3', 'million', 'of', 'acquisition', '-', 'related', 'costs', ',', 'were', 'included', 'in', 'Quanta', '’', 's', 'consolidated', 'results', 'of', 'operations', 'for', 'the', 'year', 'ended', 'December', '31', ',', '2016', 'related', 'to', 'the', '2016', 'acquisitions', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,"['2018', 'Transactions', 'Our', 'significant', 'activities', 'in', '2018', ',', 'in', 'reverse', 'chronological', 'order', ',', 'are', 'as', 'follows', ':', 'Purchase', 'of', 'Harrah', '’', 's', 'Philadelphia', 'and', 'Octavius', 'Tower', 'On', 'December', '26', ',', '2018', 'we', 'completed', 'the', 'previously', 'announced', 'transaction', 'with', 'Caesars', 'to', 'acquire', 'all', 'of', 'the', 'land', 'and', 'real', 'estate', 'assets', 'associated', 'with', 'Harrah', '’', 's', 'Philadelphia', 'Casino', 'and', 'Racetrack', '(', '“', 'Harrah', '’', 's', 'Philadelphia', '”', ')', 'from', 'Caesars', 'for', '$', '241.5', 'million', ',', 'which', 'purchase', 'price', 'was', 'reduced', 'by', '$', '159.0', 'million', 'to', 'reflect', 'the', 'aggregate', 'net', 'present', 'value', 'of', 'the', 'modifications', 'to', 'the', 'Caesars', 'Lease', 'Agreements', '(', 'as', 'further', 'described', 'below', ')', ',', 'resulting', 'in', 'cash', 'consideration', 'of', 'approximately', '$', '82.5', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
5,"['In', 'addition', 'to', 'the', '$', '19.9', 'million', 'purchase', 'price', ',', 'we', 'also', 'entered', 'into', 'employee', 'holdback', 'or', 'deferred', 'payment', 'arrangements', 'with', 'former', 'employees', 'of', 'Minjar', 'who', 'joined', 'us', 'after', 'the', 'acquisition', ',', 'totaling', 'approximately', '$', '3.9', 'million', '.']","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
6,"['In', 'aggregate', ',', '$', '36', 'million', 'was', 'attributed', 'to', 'intangible', 'assets', ',', '$', '41', 'million', 'was', 'attributed', 'to', 'goodwill', 'within', 'the', 'automotive', 'segment', ',', 'and', '$', '19', 'million', 'was', 'attributed', 'to', 'net', 'assets', 'assumed', '.']","[0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7,"['The', 'Company', 'paid', '$', '0.3', 'million', 'in', 'cash', 'to', 'acquire', 'the', 'assets', 'of', 'HR', 'Consultants', 'and', 'recorded', 'intangible', 'assets', 'of', '$', '0.3', 'million', 'in', 'conjunction', 'with', 'the', 'acquisition', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0]"
8,"['The', 'preliminary', 'fair', 'values', 'of', 'the', 'assets', 'acquired', 'and', 'liabilities', 'assumed', ',', 'net', 'of', 'cash', 'acquired', 'of', '$', '0.6', 'million', ',', 'at', 'the', 'date', 'of', 'acquisition', 'were', 'as', 'follows', ':', 'property', 'and', 'equipment', '(', 'primarily', 'land', ')', 'of', '$', '18.8', 'million', ',', 'indefinite', '-', 'lived', 'gaming', 'rights', 'of', '$', '9.8', 'million', ',', 'indefinite', '-', 'lived', 'trademark', 'of', '$', '5.5', 'million', ',', 'goodwill', 'of', '$', '3.0', 'million', ',', 'and', 'current', 'liabilities', 'of', '$', '2.6', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"['267', 'Table', 'of', 'Contents', 'Combined', 'Notes', 'to', 'Consolidated', 'Financial', 'Statements', '(', 'Dollars', 'in', 'millions', ',', 'except', 'per', 'share', 'data', 'unless', 'otherwise', 'noted', ')', 'Note', '6', '-', 'Early', 'Plant', 'Retirements', 'To', 'ensure', 'the', 'continued', 'reliable', 'supply', 'of', 'fuel', 'to', 'Mystic', 'Units', '8', 'and', '9', 'while', 'they', 'remain', 'operating', ',', 'on', 'October', '1', ',', '2018', ',', 'Generation', 'acquired', 'the', 'Everett', 'Marine', 'Terminal', 'in', 'Massachusetts', 'for', 'a', 'purchase', 'price', 'of', '$', '81', 'million', ',', 'with', 'the', 'majority', 'of', 'the', 'fair', 'value', 'allocated', 'to', 'Property', ',', 'plant', 'and', 'equipment', 'and', 'no', 'goodwill', 'recorded', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
