,tokens,ner_tags
0,"['The', 'intangible', 'assets', 'will', 'be', 'amortized', 'over', 'a', 'weighted', 'average', 'useful', 'life', 'of', '2', 'years', 'for', 'tradenames', '/', 'trademarks', ',', '10', 'years', 'for', 'customer', 'relationships', ',', 'and', '12', 'years', 'for', 'contracts', 'with', 'sports', 'teams', 'on', 'a', 'straight', 'line', 'basis', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['The', 'remaining', 'acquired', 'intangible', 'assets', 'were', 'determined', 'to', 'be', 'subject', 'to', 'amortization', 'with', 'an', 'average', 'useful', 'life', 'of', 'approximately', 'nine', 'years', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
2,"['Subsequent', 'to', 'the', 'balance', 'sheet', 'date', ',', 'on', 'July', '1', ',', '2019', ',', 'the', 'Company', 'acquired', 'a', '100', '%', 'interest', 'in', 'a', '258,000', 'SF', 'retail', 'operating', 'property', ',', 'The', 'Pruneyard', ',', 'in', 'Campbell', ',', 'CA', 'for', 'a', 'purchase', 'price', 'of', '$', '212.5', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
3,"['9', 'See', 'Note', 'K', '-', 'Goodwill', 'and', 'Other', 'Intangible', 'Assets', 'in', 'these', 'Notes', 'for', 'more', 'information', 'regarding', 'the', 'preliminary', 'allocation', 'of', 'goodwill', 'by', 'reportable', 'business', 'segment', 'under', 'the', 'revised', 'reporting', 'structure', '.', 'The', 'following', 'table', 'provides', 'further', 'detail', 'of', 'the', 'fair', 'value', 'and', 'weighted', '-', 'average', 'amortization', 'period', 'of', 'identified', 'intangible', 'assets', 'acquired', 'by', 'major', 'intangible', 'asset', 'class', ':', 'During', 'the', 'quarter', 'ended', 'September', '27', ',', '2019', ',', 'we', 'recorded', '$', '373', 'million', 'of', 'L3Harris', 'Merger', '-', 'related', 'charges', ',', 'consisting', 'of', 'restructuring', ',', 'integration', ',', 'transaction', 'and', 'other', 'costs', 'as', 'follows', ':', '•', '$', '74', 'million', 'of', 'transaction', 'costs', ',', 'recognized', 'as', 'incurred', ';', '•', '$', '35', 'million', 'of', 'integration', 'costs', ',', 'recognized', 'as', 'incurred', ';', '•', '$', '61', 'million', 'of', 'equity', 'award', 'acceleration', 'charges', ',', 'recognized', 'upon', 'change', 'in', 'control', ';', '•', '$', '92', 'million', 'of', 'additional', 'cost', 'of', 'sales', 'related', 'to', 'the', 'fair', 'value', 'step', '-', 'up', 'in', 'inventory', 'sold', ';', 'and', '•', '$', '111', 'million', 'of', 'restructuring', 'costs', 'as', 'discussed', 'in', 'Note', 'E', '-', 'Restructuring', 'and', 'Other', 'Exit', 'Costs', 'in', 'these', 'Notes', '.', 'Because', 'the', 'L3Harris', 'Merger', 'benefited', 'the', 'entire', 'Company', 'as', 'opposed', 'to', 'any', 'individual', 'business', 'segment', ',', 'the', 'above', 'costs', 'were', 'not', 'allocated', 'to', 'any', 'business', 'segment', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,"['27', 'NOTE', '14', '-', 'SUBSEQUENT', 'EVENTS', 'Hotel', 'Property', 'Acquisitions', 'Subsequent', 'to', 'quarter', '-', 'end', ',', 'we', 'completed', 'the', 'acquisition', 'of', 'four', 'hotel', 'properties', 'on', 'October', '8', ',', '2019', 'for', 'a', 'total', 'purchase', 'price', 'of', '$', '249.0', 'million', 'through', 'our', 'joint', 'venture', 'as', 'follows', ':', 'Hotel', 'Property', 'Dispositions', 'In', 'the', 'fourth', 'quarter', 'of', '2019', ',', 'we', 'expect', 'to', 'complete', 'the', 'sale', 'of', 'two', 'hotel', 'properties', 'in', 'Birmingham', ',', 'AL', 'for', 'an', 'aggregate', 'sales', 'price', 'of', '$', '21.8', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,"['The', 'fair', 'value', 'of', 'the', 'contingent', 'consideration', 'was', 'estimated', 'to', 'be', '$', '4,800', 'on', 'the', 'acquisition', 'date', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0]"
6,"['The', 'application', 'of', 'the', 'acquisition', 'method', 'of', 'accounting', 'resulted', 'in', 'the', 'recognition', 'of', 'goodwill', 'of', '$', '10.3', 'million', 'and', 'a', 'core', 'deposit', 'intangible', 'of', '$', '5.1', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
7,"['Based', 'on', 'the', 'fair', 'value', 'of', 'the', 'assets', 'acquired', 'and', 'the', 'liabilities', 'assumed', ',', 'goodwill', 'of', '$', '3,776', 'and', 'identifiable', 'intangible', 'assets', 'of', '$', '697', 'were', 'recorded', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0]"
8,"['Duke', 'Energy', 'Ohio', 'Duke', 'Energy', 'Ohio', ""'s"", 'Goodwill', 'balance', 'of', '$', '920', 'million', ',', 'allocated', '$', '596', 'million', 'to', 'Electric', 'Utilities', 'and', 'Infrastructure', 'and', '$', '324', 'million', 'to', 'Gas', 'Utilities', 'and', 'Infrastructure', ',', 'is', 'presented', 'net', 'of', 'accumulated', 'impairment', 'charges', 'of', '$', '216', 'million', 'on', 'the', 'Condensed', 'Consolidated', 'Balance', 'Sheets', 'at', 'September', '30', ',', '2019', ',', 'and', 'December', '31', ',', '2018', '.', 'Progress', 'Energy', 'Progress', 'Energy', ""'s"", 'Goodwill', 'is', 'included', 'in', 'the', 'Electric', 'Utilities', 'and', 'Infrastructure', 'segment', 'and', 'there', 'are', 'no', 'accumulated', 'impairment', 'charges', '.', 'Piedmont', 'Piedmont', ""'s"", 'Goodwill', 'is', 'included', 'in', 'the', 'Gas', 'Utilities', 'and', 'Infrastructure', 'segment', 'and', 'there', 'are', 'no', 'accumulated', 'impairment', 'charges', '.', 'Impairment', 'Testing', 'Duke', 'Energy', ',', 'Progress', 'Energy', ',', 'Duke', 'Energy', 'Ohio', 'and', 'Piedmont', 'are', 'required', 'to', 'perform', 'an', 'annual', 'goodwill', 'impairment', 'test', 'as', 'of', 'the', 'same', 'date', 'each', 'year', 'and', ',', 'accordingly', ',', 'perform', 'their', 'annual', 'impairment', 'testing', 'of', 'goodwill', 'as', 'of', 'August', '31', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"['Long', '-', 'term', 'Debt', ')', ',', 'and', '(', 'iii', ')', 'approximately', '$', '82.0', 'million', 'of', 'cash', 'on', 'hand', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0]"
