,tokens,ner_tags
0,"['It', 'is', 'currently', 'estimated', 'that', 'these', 'intangible', 'assets', 'have', 'a', 'weighted', 'average', 'useful', 'life', 'of', 'approximately', 'ten', 'years', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
1,"['The', '$', '29.0', 'million', 'value', 'allocated', 'to', 'definite', '-', 'lived', 'intangible', 'assets', 'consists', 'of', '$', '23.9', 'million', 'of', 'customer', 'relationships', 'with', 'estimated', 'useful', 'lives', 'ranging', 'from', 'five', 'to', '10', 'years', ',', 'various', 'acquired', 'technologies', 'of', '$', '4.7', 'million', 'with', 'an', 'estimated', 'useful', 'life', 'of', 'six', 'years', ',', 'and', 'a', 'non', '-', 'compete', 'agreement', 'of', '$', '0.4', 'million', 'with', 'a', 'useful', 'life', 'of', 'five', 'years', '.']","[0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
2,"['In', 'October', '2018', ',', 'the', 'Company', 'completed', 'the', 'exercise', 'of', 'its', 'right', 'to', 'call', 'the', 'remaining', '20', '%', 'voting', 'interest', 'in', 'that', 'facility', 'and', 'settled', 'the', 'related', 'note', 'for', 'a', 'combined', 'total', 'of', '$', '17.0', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]"
3,"['Total', 'fees', 'incurred', 'related', 'to', 'the', 'HALO', 'Acquisition', 'for', 'the', 'three', 'and', 'nine', 'months', 'ended', 'September', '30', ',', '2019', 'was', '$', '453', 'and', '$', '736', ',', 'respectively', ',', 'which', 'were', 'included', 'as', 'a', 'component', 'of', 'operating', 'expenses', 'on', 'the', 'consolidated', 'statements', 'of', 'operations', '.', 'Results', 'of', 'Operations', 'The', 'results', 'of', 'operations', 'of', 'HALO', 'were', 'included', 'in', 'the', 'Company', '’', 's', 'results', 'of', 'operations', 'beginning', 'on', 'January', '4', ',', '2019', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,"['Based', 'on', 'the', 'volume', 'weighted', 'average', 'sales', 'price', 'of', 'Viper', '’', 's', 'common', 'units', 'for', 'the', 'ten', 'trading', '-', 'day', 'period', 'ended', 'July', '26', ',', '2019', 'of', 'approximately', '$', '30.07', ',', 'the', 'transaction', 'is', 'valued', 'at', '$', '740', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
5,"['In', 'addition', 'to', 'the', 'initial', 'purchase', 'price', ',', 'the', 'transaction', 'included', 'aggregate', ',', 'undiscounted', 'contingent', 'payments', 'of', 'up', 'to', '£', '3.0', 'million', 'based', 'on', 'future', 'performance', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0]"
6,"['This', 'includes', 'preliminary', 'amounts', 'for', 'technology', 'of', '$', '615.8', 'million', ',', 'customer', 'lists', 'of', '$', '125.4', 'million', ',', 'in', 'process', 'research', 'and', 'development', 'of', '$', '76.0', 'million', ',', 'and', 'trade', 'names', 'of', '$', '11.4', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
7,"['Allocated', 'fair', 'value', 'included', ':', '$', '206', 'million', 'to', 'property', ',', 'plant', 'and', 'equipment', ';', '$', '340', 'million', 'to', 'customer', '-', 'related', 'intangible', 'assets', '(', 'acquired', 'customer', 'contracts', ')', ';', 'and', '$', '110', 'million', 'to', 'implied', 'goodwill', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0]"
8,"['Goodwill', 'of', '$', '19.9', 'million', 'related', 'to', 'the', 'SMC', 'acquisition', 'has', 'been', 'recorded', 'in', 'the', 'Americas', 'reportable', 'segment', 'and', 'is', 'non', '-', 'deductible', 'for', 'tax', 'purposes', '.']","[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"['Upon', 'the', 'consummation', 'of', 'the', 'Merger', ',', 'the', 'former', 'stockholders', 'of', 'Fairmount', 'Santrol', '(', 'including', 'holders', 'of', 'certain', 'Fairmount', 'Santrol', 'equity', 'awards', ')', 'received', ',', 'in', 'the', 'aggregate', ',', '$', '170.0', 'million', 'in', 'cash', 'consideration', 'and', 'approximately', '35', '%', 'of', 'the', 'common', 'stock', 'of', 'Covia', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
