,tokens,ner_tags
0,"['Accordingly', ',', 'the', 'Company', 'accounts', 'for', 'the', 'developed', 'technology', 'as', 'a', 'defensive', 'intangible', 'asset', 'and', 'amortizes', 'the', 'associated', 'value', 'over', 'a', 'period', 'of', 'six', 'years', 'from', 'the', 'date', 'of', 'acquisition', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
1,"['In', 'addition', ',', 'the', 'Company', 'recorded', 'intangible', 'assets', 'of', '$', '8.6', 'million', ',', 'consisting', 'of', 'trademarks', 'and', 'customer', 'relationships', 'that', 'will', 'be', 'amortized', 'over', 'two', 'years', 'to', 'five', 'years', ',', 'as', 'well', 'as', 'fixed', 'assets', 'of', '$', '8.3', 'million', ',', 'working', 'capital', 'of', '$', '1.1', 'million', ',', 'and', 'deferred', 'tax', 'liabilities', 'of', '$', '1.9', 'million', 'in', 'relation', 'to', 'these', 'acquisitions', '.', 'The', 'allocation', 'of', 'purchase', 'price', 'consideration', 'is', 'based', 'on', 'preliminary', 'estimates', 'of', 'fair', 'value', ';', 'such', 'estimates', 'and', 'assumptions', 'are', 'subject', 'to', 'change', 'within', 'the', 'measurement', 'period', '(', 'up', 'to', 'one', 'year', 'from', 'the', 'acquisition', 'date', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,"['Taylor', 'Made', 'In', 'January', '2018', ',', 'the', 'Company', 'acquired', '100', 'percent', 'of', 'the', 'equity', 'interests', 'of', 'Taylor', 'Made', 'Group', ',', 'LLC', ',', '(', '“', 'Taylor', 'Made', '”', ')', ',', 'a', 'marine', 'supplier', 'to', 'boat', 'builders', 'and', 'the', 'aftermarket', ',', 'as', 'well', 'as', 'a', 'key', 'supplier', 'to', 'a', 'host', 'of', 'other', 'industrial', 'end', 'markets', ',', 'headquartered', 'in', 'Gloversville', ',', 'New', 'York', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,"['Merger', '-', 'related', 'expenses', 'of', '$', '0.5', 'million', 'incurred', 'in', 'the', 'nine', 'months', 'ended', 'September', '30', ',', '2019', ',', 'are', 'recorded', 'in', 'the', 'consolidated', 'income', 'statement', '.']","[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,"['10SUN', 'COMMUNITIES', ',', 'INC', '.', 'NOTES', 'TO', 'CONSOLIDATED', 'FINANCIAL', 'STATEMENTS', '-', '(', 'Continued', ')', '(', 'Unaudited', ')', 'Agreement', 'and', 'Plan', 'of', 'Merger', '-', 'Jensen', 'Portfolio', 'On', 'August', '22', ',', '2019', ',', 'the', 'Company', 'entered', 'into', 'an', 'agreement', 'to', 'acquire', 'a', '31-community', 'manufactured', 'housing', 'portfolio', '(', 'the', '“', 'Jensen', 'Portfolio', '”', ')', 'for', '$', '343.6', 'million', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
5,"['The', 'value', 'of', 'the', 'liability', 'is', 'subsequently', 'remeasured', 'to', 'fair', 'value', 'at', 'each', 'reporting', 'date', 'with', 'changes', 'recorded', 'as', 'general', 'and', 'administrative', 'expense', '.', 'As', 'of', 'December', '31', ',', '2018', ',', 'we', 'had', 'a', 'contingent', 'obligation', 'of', '$', '5.0', 'million', 'of', 'our', 'common', 'stock', 'calculated', 'using', 'a', '30', '-', 'day', 'trailing', 'average', 'share', 'price', 'to', 'the', 'former', 'owners', 'of', 'Alta', 'Voice', 'in', 'conjunction', 'with', 'our', 'acquisition', 'of', 'Alta', 'Voice', 'in', 'January', '2017', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,"['12', 'Table', 'of', 'Contents', 'Acquired', 'Intangible', 'Assets', 'The', 'fair', 'value', 'of', 'the', 'acquired', 'identifiable', 'intangible', 'assets', 'is', '$', '1.0', 'billion', ',', 'which', 'represents', 'the', 'value', 'of', 'various', 'customer', 'contracts', 'and', 'relationships', 'and', 'other', 'intangible', 'assets', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7,"['The', 'following', 'table', 'presents', 'the', 'preliminary', 'purchase', 'price', 'allocation', 'recorded', 'in', 'the', 'Company', ""'s"", 'Unaudited', 'Condensed', 'Consolidated', 'Balance', 'Sheet', 'as', 'of', 'the', 'acquisition', 'date', ':', '(', '1', ')', 'Identifiable', 'definite', '-', 'lived', 'intangible', 'assets', 'were', 'comprised', 'of', 'brand', 'and', 'customer', 'relationships', 'of', '$', '3,445', 'and', '$', '1,021', ',', 'respectively', ',', 'with', 'estimated', 'useful', 'lives', 'of', '11', 'years', 'and', '3', 'years', ',', 'respectively', ',', 'which', 'will', 'be', 'amortized', 'on', 'a', 'straight', '-', 'line', 'basis', 'over', 'their', 'estimated', 'useful', 'lives', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8,"['Accordingly', ',', 'goodwill', 'totaled', '$', '416.5', 'million', 'as', 'of', 'February', '1', ',', '2019', 'and', 'February', '2', ',', '2018', '.']","[0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"['As', 'a', 'result', ',', 'Kap', 'Stone', 'stockholders', 'received', 'in', 'the', 'aggregate', 'approximately', '$', '3.3', 'billion', 'in', 'cash', 'and', '1.6', 'million', 'shares', 'of', 'West', 'Rock', 'common', 'stock', 'with', 'a', 'value', 'of', '$', '70.1', 'million', ',', 'or', 'approximately', '0.6', '%', 'of', 'the', 'issued', 'and', 'outstanding', 'shares', 'of', 'West', 'Rock', 'common', 'stock', 'immediately', 'following', 'the', 'Effective', 'Time', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
